# file...... reg1_output.csv;;;;;;;;;;;
# date...... Fri Jun 12 18:57:12 2020;;;;;;;;;;;
# user...... User;;;;;;;;;;;
# host...... (null);;;;;;;;;;;
# target.... regulator 58;;;;;;;;;;;
# trigger... (none);;;;;;;;;;;
# interval.. 30;;;;;;;;;;;
# limit..... 5760;;;;;;;;;;;
# timestamp;tap_A;tap_B;tap_C;power_in_A.real;power_in_A.imag;power_in_B.real;power_in_B.imag;power_in_C.real;power_in_C.imag;power_in.real;power_in.imag
2000-08-01 00:00:00 PDT;1;1;1;124952;-150895;121326;-152226;84639,2;-153117;330917;-456238
2000-08-01 00:00:30 PDT;0;0;0;124095;-148998;120468;-150320;83928,7;-151213;328492;-450531
2000-08-01 00:01:00 PDT;0;-1;-1;124101;-149005;119607;-148441;83446,3;-149302;327154;-446748
2000-08-01 00:01:30 PDT;0;-1;-1;123404;-149031;119610;-148432;83247,4;-149310;326261;-446773
2000-08-01 00:02:00 PDT;0;-1;-1;123070;-149042;119474;-148431;83079,1;-149314;325623;-446788
2000-08-01 00:02:30 PDT;0;-1;-1;123073;-149042;119174;-148444;83078,9;-149311;325325;-446798
2000-08-01 00:03:00 PDT;0;-1;-1;122833;-149049;119176;-148442;82826,5;-149319;324835;-446809
2000-08-01 00:03:30 PDT;0;-1;-1;122676;-149055;118957;-148449;82827,4;-149317;324460;-446821
2000-08-01 00:04:00 PDT;0;-1;-1;122451;-149065;118362;-148466;82482,6;-149323;323295;-446854
2000-08-01 00:04:30 PDT;0;-1;-1;121891;-149091;118363;-148459;82388,7;-149327;322643;-446877
2000-08-01 00:05:00 PDT;0;-1;-1;119402;-48327,7;115614;885,683;79811,3;634,008;314827;-46808
2000-08-01 00:05:30 PDT;0;-1;0;119271;-48330,4;115408;884,735;80036;630,165;314716;-46815,5
2000-08-01 00:06:00 PDT;0;-1;0;118740;-48347,6;115205;881,043;79994,3;631,525;313939;-46835
2000-08-01 00:06:30 PDT;0;-1;0;118487;-48354,4;115047;878,11;79947,8;631,565;313482;-46844,8
2000-08-01 00:07:00 PDT;0;-1;0;118357;-48356,9;114583;867,04;79892,4;631,399;312833;-46858,5
2000-08-01 00:07:30 PDT;0;-1;0;118167;-48361,8;114444;864,211;79838,3;631,12;312450;-46866,5
2000-08-01 00:08:00 PDT;0;-1;0;118070;-48362,3;114032;856,962;79576,5;626,945;311678;-46878,4
2000-08-01 00:08:30 PDT;0;-1;0;117914;-48366,9;113746;851,066;79576,5;627,738;311237;-46888,1
2000-08-01 00:09:00 PDT;0;-1;0;117811;-48368,3;113567;847,931;79379,5;624,425;310757;-46896
2000-08-01 00:09:30 PDT;0;-1;0;117706;-48370,5;113567;849,321;79128,4;620,275;310401;-46901
2000-08-01 00:10:00 PDT;0;-1;0;117403;-48767,1;113351;983,72;79591,4;-49204,9;310346;-96988,2
2000-08-01 00:10:30 PDT;0;-1;0;117280;-48770,2;113242;981,967;79407,2;-49209;309930;-96997,2
2000-08-01 00:11:00 PDT;0;-1;0;117233;-48769,8;112672;969,955;79407,6;-49207,2;309312;-97007,1
2000-08-01 00:11:30 PDT;0;-1;0;117029;-48774;112478;966,686;79135,5;-49212,1;308643;-97019,4
2000-08-01 00:12:00 PDT;0;-1;0;116850;-48778,2;112323;963,115;79135,8;-49211,3;308308;-97026,5
2000-08-01 00:12:30 PDT;0;-1;0;116852;-48775,1;111436;946,643;79058,6;-49210,7;307346;-97039,1
2000-08-01 00:13:00 PDT;0;-1;0;116570;-48781,9;111436;948,161;78804,5;-49215,7;306810;-97049,5
2000-08-01 00:13:30 PDT;0;-1;0;116465;-48781,8;111045;941,113;78441,2;-49222,6;305951;-97063,3
2000-08-01 00:14:00 PDT;0;-1;0;116321;-48782,4;110490;929,327;78231,8;-49226,9;305043;-97079,9
2000-08-01 00:14:30 PDT;0;-1;0;116060;-48790,7;110490;929,499;78232,4;-49226,2;304783;-97087,4
2000-08-01 00:15:00 PDT;0;-1;0;116014;-48359,6;111068;-48204,9;77571,9;-49504,8;304654;-146069
2000-08-01 00:15:30 PDT;0;-1;0;115802;-48365;110914;-48209;77457,1;-49506;304173;-146080
2000-08-01 00:16:00 PDT;0;-1;0;116120;-48261,9;111414;-48015,2;77184,6;-49513,2;304719;-145790
2000-08-01 00:16:30 PDT;0;-1;0;116206;-48130,1;111021;-48026,4;77016;-49516,5;304243;-145673
2000-08-01 00:17:00 PDT;0;-1;0;116149;-48131;110980;-48027,1;76857,7;-49519,2;303987;-145677
2000-08-01 00:17:30 PDT;0;-1;0;115916;-48137,4;110855;-48030,4;76858,1;-49518,4;303629;-145686
2000-08-01 00:18:00 PDT;0;-1;0;115598;-48241,3;110688;-48033,6;76859,3;-49516,5;303145;-145791
2000-08-01 00:18:30 PDT;0;-1;0;114907;-48389,2;110688;-48031,6;76861,5;-49513,9;302456;-145935
2000-08-01 00:19:00 PDT;0;-1;0;114908;-48387,8;110372;-48129;76810,4;-49514,9;302090;-146032
2000-08-01 00:19:30 PDT;0;-1;0;114543;-48393,9;109788;-48235;76584,1;-49517;300915;-146146
2000-08-01 00:20:00 PDT;0;-1;0;114494;-48394,2;109734;-48236,2;76392,6;-49520,2;300620;-146151
2000-08-01 00:20:30 PDT;0;-1;0;114192;-48401,3;109460;-48241,7;75782;-49528,8;299434;-146172
2000-08-01 00:21:00 PDT;0;-1;0;114562;-48203,5;109362;-48244,8;76032,2;-49435,4;299956;-145884
2000-08-01 00:21:30 PDT;0;-1;0;114385;-48208,3;109222;-48163,4;76176,6;-49338,2;299784;-145710
2000-08-01 00:22:00 PDT;0;-1;0;114851;-48013,8;109624;-47971,8;76992,2;-49045;301467;-145031
2000-08-01 00:22:30 PDT;0;-1;0;116315;-47500,4;109728;-47888,1;77516,6;-48851;303560;-144240
2000-08-01 00:23:00 PDT;0;-1;0;116172;-47508,2;109827;-47792,4;77738;-48659,9;303737;-143960
2000-08-01 00:23:30 PDT;0;-1;0;118307;-46796;111412;-47289;77413,2;-48770,3;307132;-142855
2000-08-01 00:24:00 PDT;0;-1;0;120031;-46192,7;112044;-47089,3;77688,6;-48676,6;309763;-141959
2000-08-01 00:24:30 PDT;0;-1;0;119711;-46299,8;112159;-46989,3;77689,7;-48678,1;309560;-141967
2000-08-01 00:25:00 PDT;0;-1;0;119487;-46312,8;113005;-46630;77876,1;-48581,8;310368;-141524
2000-08-01 00:25:30 PDT;0;-1;0;119136;-46406,7;111369;-47043,2;78169,7;-48392,3;308675;-141842
2000-08-01 00:26:00 PDT;0;-1;0;117708;-46824,2;111933;-46836;77122,5;-48689,8;306764;-142350
2000-08-01 00:26:30 PDT;0;-1;0;118149;-46622,7;111619;-46931;76429,5;-48889,9;306197;-142444
2000-08-01 00:27:00 PDT;0;-1;0;116948;-46935,4;110721;-47191,2;75993,2;-48986,5;303662;-143113
2000-08-01 00:27:30 PDT;0;-1;0;114801;-47561,4;110663;-47189;76266;-48878,6;301731;-143629
2000-08-01 00:28:00 PDT;0;-1;0;113772;-47770,1;109298;-47499,3;75578,1;-49071,4;298648;-144341
2000-08-01 00:28:30 PDT;0;-1;0;112050;-48286;109186;-47497,5;75431,4;-49069,1;296668;-144853
2000-08-01 00:29:00 PDT;0;-1;0;111499;-48390,4;108646;-47604,6;74968,9;-49167,8;295114;-145163
2000-08-01 00:29:30 PDT;0;-1;0;111565;-48288,8;107731;-47814,8;74272,8;-49363,6;293569;-145467
2000-08-01 00:30:00 PDT;0;-1;0;111177;-48299,1;107686;-47812;73896,4;-49465,2;292759;-145576
2000-08-01 00:30:30 PDT;0;-1;0;111138;-48296,8;107194;-47919,9;73759,6;-49466,7;292092;-145683
2000-08-01 00:31:00 PDT;0;-1;0;110676;-48402,2;107022;-47924,7;73995,7;-49365,6;291694;-145692
2000-08-01 00:31:30 PDT;0;-1;0;109763;-48519,9;106500;-48025,3;73495,7;-49467,8;289759;-146013
2000-08-01 00:32:00 PDT;0;-1;0;110303;-48283,5;106501;-48025,6;73367,4;-49472,9;290171;-145782
2000-08-01 00:32:30 PDT;0;-1;0;110169;-48281,6;105673;-48229,1;72984,4;-49479,7;288826;-145990
2000-08-01 00:33:00 PDT;0;-1;0;110030;-48284,2;105413;-48233;72665,1;-49580;288108;-146097
2000-08-01 00:33:30 PDT;0;-1;0;109981;-48281,9;104934;-48338,4;72402;-49583,2;287317;-146204
2000-08-01 00:34:00 PDT;0;-1;0;108761;-48538,6;104934;-48334,6;72405,7;-49579,1;286101;-146452
2000-08-01 00:34:30 PDT;0;-1;0;108525;-48545,5;104818;-48336,2;72315,7;-49580,2;285659;-146462
2000-08-01 00:35:00 PDT;0;-1;0;108168;-48555,6;104730;-48336,8;72161,2;-49583,2;285059;-146476
2000-08-01 00:35:30 PDT;0;-1;0;108487;-48451,6;104692;-48338,5;72160,1;-49584,5;285339;-146374
2000-08-01 00:36:00 PDT;0;-1;0;108384;-48453,6;104395;-48344,7;72160,3;-49583,6;284939;-146382
2000-08-01 00:36:30 PDT;0;-1;0;108173;-48458;104292;-48345,3;71860,4;-49589,4;284326;-146393
2000-08-01 00:37:00 PDT;0;-1;0;107999;-48466;104801;-48151;72074,2;-49493;284875;-146110
2000-08-01 00:37:30 PDT;0;-1;0;107704;-48474,4;104648;-48153,1;72075;-49492,1;284427;-146120
2000-08-01 00:38:00 PDT;0;-1;0;107239;-48489,1;104595;-48155,6;72715,4;-49288,7;284549;-145933
2000-08-01 00:38:30 PDT;0;-1;0;107574;-48294,1;104311;-48161,3;72714,4;-49289,5;284599;-145745
2000-08-01 00:39:00 PDT;0;-1;0;107506;-48203,9;104411;-48062,9;72467,3;-49295,5;284383;-145562
2000-08-01 00:39:30 PDT;0;-1;0;107506;-48206,8;104561;-47973,9;72787,1;-49193,6;284854;-145374
2000-08-01 00:40:00 PDT;0;-1;0;107457;-48208,1;104260;-47976,7;72744,8;-49196,3;284461;-145381
2000-08-01 00:40:30 PDT;0;-1;0;106990;-48316,8;104491;-47872,2;72746,9;-49195,1;284228;-145384
2000-08-01 00:41:00 PDT;0;-1;0;107077;-48220,6;104799;-47714,8;72371,3;-49296,5;284247;-145232
2000-08-01 00:41:30 PDT;0;-1;0;106722;-48331,6;106067;-47301,4;72187,8;-49303,3;284976;-144936
2000-08-01 00:42:00 PDT;0;-1;0;106918;-48233,8;106041;-47209,2;71867,6;-49405;284826;-144848
2000-08-01 00:42:30 PDT;0;-1;0;107558;-48025,5;105359;-47417,1;71774,2;-49407,9;284691;-144850
2000-08-01 00:43:00 PDT;0;-1;0;106921;-48228,9;104832;-47577,5;71699,6;-49405,9;283452;-145212
2000-08-01 00:43:30 PDT;0;-1;0;106590;-48225,5;103250;-48082;71190,9;-49504,8;281031;-145812
2000-08-01 00:44:00 PDT;0;-1;0;106493;-48225,8;103042;-48093,8;71104,1;-49507,6;280639;-145827
2000-08-01 00:44:30 PDT;0;-1;0;106120;-48328,9;103309;-47990,8;71105,3;-49507,5;280534;-145827
2000-08-01 00:45:00 PDT;0;-1;0;106383;-48233,1;104180;-47696,3;71074,9;-49510,5;281638;-145440
2000-08-01 00:45:30 PDT;0;-1;0;106586;-48135,5;104136;-47613,3;71393,9;-49411,7;282115;-145160
2000-08-01 00:46:00 PDT;0;-1;0;107298;-47892,8;103897;-47627,6;71710,8;-49312,6;282906;-144833
2000-08-01 00:46:30 PDT;0;-1;0;107616;-47793,1;104004;-47533,7;72030;-49212,4;283650;-144539
2000-08-01 00:47:00 PDT;0;-1;0;107937;-47688,1;103332;-47735,4;72028,6;-49212,3;283297;-144636
2000-08-01 00:47:30 PDT;0;-1;0;108256;-47583,9;103276;-47737,9;72027,5;-49213,5;283559;-144535
2000-08-01 00:48:00 PDT;0;-1;0;107668;-47728,2;103277;-47729,2;71814,1;-49247,7;282760;-144705
2000-08-01 00:48:30 PDT;0;-1;0;108463;-47456,1;102907;-47834,1;72090,3;-49149,1;283460;-144439
2000-08-01 00:49:00 PDT;0;-1;0;109420;-47144,1;102496;-47939,2;72851,5;-48887;284768;-143970
2000-08-01 00:49:30 PDT;0;-1;0;108741;-47353,1;102717;-47808,9;73096,6;-48726,2;284555;-143888
2000-08-01 00:50:00 PDT;0;-1;0;109267;-47150,2;102670;-47809,3;72775,3;-48829,4;284712;-143789
2000-08-01 00:50:30 PDT;0;-1;0;107818;-47542,5;103586;-47494;72734,5;-48830,2;284139;-143867
2000-08-01 00:51:00 PDT;0;-1;0;107317;-47652,4;103869;-47390,6;72788,8;-48798,9;283975;-143842
2000-08-01 00:51:30 PDT;0;-1;0;107457;-47553,5;103485;-47459,2;72232,2;-48963,5;283174;-143976
2000-08-01 00:52:00 PDT;0;-1;0;107875;-47355,6;103797;-47375,6;73415,6;-48567;285088;-143298
2000-08-01 00:52:30 PDT;0;-1;0;107999;-47164,1;103704;-47370,4;71726;-49034,2;283429;-143569
2000-08-01 00:53:00 PDT;0;-1;0;106348;-47681,8;103647;-47367,3;71646,7;-49031,3;281642;-144080
2000-08-01 00:53:30 PDT;0;-1;0;106300;-47682,2;103375;-47373;71598,1;-49031,4;281273;-144087
2000-08-01 00:54:00 PDT;0;-1;0;106802;-47516,6;103374;-47375,2;71880,1;-48937,2;282056;-143829
2000-08-01 00:54:30 PDT;0;-1;0;106802;-47520;103477;-47344,6;72387,4;-48738;282667;-143603
2000-08-01 00:55:00 PDT;0;-1;0;106513;-47566,2;104560;-46972,1;72283;-48771,9;283356;-143310
2000-08-01 00:55:30 PDT;0;-1;0;106194;-47667,6;104478;-46974,8;72513;-48674,3;283185;-143317
2000-08-01 00:56:00 PDT;0;-1;0;104979;-47978,2;104638;-46868,6;71182,8;-49067,9;280800;-143915
2000-08-01 00:56:30 PDT;0;-1;0;106317;-47472,6;105091;-46676,4;70538,9;-49276,3;281946;-143425
2000-08-01 00:57:00 PDT;0;-1;0;106265;-47471,5;105041;-46693,7;70863;-49146,2;282170;-143311
2000-08-01 00:57:30 PDT;0;-1;0;106177;-47470,5;104243;-46896,9;70945,1;-49048,4;281365;-143416
2000-08-01 00:58:00 PDT;0;-1;0;105345;-47672;102875;-47299,2;70946,4;-49043,7;279167;-144015
2000-08-01 00:58:30 PDT;0;-1;0;103519;-48223,7;102830;-47297,5;71165,8;-48967,5;277515;-144489
2000-08-01 00:59:00 PDT;0;-1;0;103877;-48087,1;102833;-47291,9;70483,5;-49167,8;277194;-144547
2000-08-01 00:59:30 PDT;0;-1;0;105020;-47675,1;101741;-47602,4;70691,9;-49102,8;277453;-144380
2000-08-01 01:00:00 PDT;0;-1;0;104292;-47689;100449;-47628,8;69730,1;-49212,6;274470;-144530
2000-08-01 01:00:30 PDT;0;-1;0;184132;-45682;212333;-44096,9;134530;-48082,4;530995;-137861
2000-08-01 01:01:00 PDT;0;-1;0;184029;-45721,8;212585;-43996,2;135060;-47907,7;531673;-137626
2000-08-01 01:01:30 PDT;0;-1;0;183145;-45952,7;212992;-43840,5;134986;-47904,4;531124;-137698
2000-08-01 01:02:00 PDT;0;-1;0;182185;-46236,6;212938;-43848,5;134928;-47900,1;530051;-137985
2000-08-01 01:02:30 PDT;0;-1;0;182508;-46120,3;211889;-44180,6;135239;-47796;529636;-138097
2000-08-01 01:03:00 PDT;0;-1;0;182215;-46189,2;211263;-44397,2;135240;-47764,1;528718;-138350
2000-08-01 01:03:30 PDT;0;-1;0;182265;-46144,9;210566;-44617,6;134919;-47867,4;527750;-138630
2000-08-01 01:04:00 PDT;0;-1;0;182184;-46148,7;210351;-44621,9;134900;-47835;527435;-138606
2000-08-01 01:04:30 PDT;0;-1;0;191464;-45560,5;210408;-44666,8;134508;-47986,1;536379;-138213
2000-08-01 01:05:00 PDT;0;-1;0;191151;-45663,5;210178;-44711,9;134618;-47913,4;535947;-138289
2000-08-01 01:05:30 PDT;0;-1;0;190823;-45672,9;201768;-44986,5;130184;-47970,8;522775;-138630
2000-08-01 01:06:00 PDT;0;-1;0;190632;-45630,4;197339;-45145,9;125738;-48031;513709;-138807
2000-08-01 01:06:30 PDT;0;-1;0;190617;-45521,7;184023;-45703,2;125569;-48030,8;500209;-139256
2000-08-01 01:07:00 PDT;0;-1;0;190331;-45476,2;165684;-46429,4;120553;-48275,6;476567;-140181
2000-08-01 01:07:30 PDT;0;-1;0;187336;-45241;161562;-46590,1;115826;-48280,4;464723;-140111
2000-08-01 01:08:00 PDT;0;-1;0;174223;-45622;157869;-46310,3;106526;-48469,5;438618;-140402
2000-08-01 01:08:30 PDT;0;-1;0;169149;-45935,1;154031;-46155,5;101809;-48612;424989;-140703
2000-08-01 01:09:00 PDT;0;-1;0;165336;-45893;154706;-45863;96804,2;-48807,1;416846;-140563
2000-08-01 01:09:30 PDT;0;-1;0;164442;-46155,6;154089;-46035,8;91866,6;-48995,9;410398;-141187
2000-08-01 01:10:00 PDT;0;-1;0;152094;-46208,3;153341;-46171,1;87011,7;-49146,2;392446;-141526
2000-08-01 01:10:30 PDT;0;-1;0;147068;-46464,7;149631;-46202,5;87584,8;-48924,9;384284;-141592
2000-08-01 01:11:00 PDT;0;-1;0;134710;-46674,8;144812;-46451,3;88248,7;-48684;367770;-141810
2000-08-01 01:11:30 PDT;0;-1;0;125719;-46980,9;140482;-46502;83926,6;-48681,7;350128;-142165
2000-08-01 01:12:00 PDT;0;-1;0;121569;-46988,4;135644;-46633,3;83298;-48860,1;340511;-142482
2000-08-01 01:12:30 PDT;0;-1;0;123479;-46343,2;134606;-46865,1;78303,7;-49055,1;336389;-142263
2000-08-01 01:13:00 PDT;0;-1;0;122450;-46631,8;125741;-47063,5;82247,4;-48947,6;330438;-142643
2000-08-01 01:13:30 PDT;0;-1;0;118229;-46673,1;121033;-47127,8;81789,4;-49025,2;321051;-142826
2000-08-01 01:14:00 PDT;0;-1;0;117600;-46794,7;102096;-47726,2;81698,3;-48970,5;301394;-143491
2000-08-01 01:14:30 PDT;0;-1;0;117187;-46903,7;102096;-47725,6;81274,3;-49103,2;300558;-143732
2000-08-01 01:15:00 PDT;0;-1;0;112907;-46975;103050;-47399;81641;-48933,9;297597;-143308
2000-08-01 01:15:30 PDT;0;-1;0;111546;-47391,5;103416;-47263,6;81284,8;-49031,7;296247;-143687
2000-08-01 01:16:00 PDT;0;-1;0;106701;-47701,4;98766,6;-47420,2;81836,1;-48808,7;287304;-143930
2000-08-01 01:16:30 PDT;0;-1;0;101425;-47964,7;98614,7;-47404,8;81789,3;-48792,1;281829;-144162
2000-08-01 01:17:00 PDT;0;-1;0;100532;-48256,7;103600;-47162,9;82058,7;-48699,1;286191;-144119
2000-08-01 01:17:30 PDT;0;-1;0;100446;-48240,2;103248;-47251,7;77019,6;-48798,7;280713;-144291
2000-08-01 01:18:00 PDT;0;-1;0;100979;-48068,3;102758;-47387,1;77336,8;-48698,4;281074;-144154
2000-08-01 01:18:30 PDT;0;-1;0;100556;-48172;102443;-47483,5;76806,2;-48863;279804;-144519
2000-08-01 01:19:00 PDT;0;-1;0;100878;-48063,7;101179;-47882,9;76359,4;-49000,4;278416;-144947
2000-08-01 01:19:30 PDT;0;-1;0;100416;-48167,2;100860;-47955,9;76916,2;-48796,8;278192;-144920
2000-08-01 01:20:00 PDT;0;-1;0;100708;-48071,7;101572;-47723,6;76421,6;-48932,1;278701;-144727
2000-08-01 01:20:30 PDT;0;-1;0;100258;-48182,1;102738;-47322,6;76193,9;-48936,5;279189;-144441
2000-08-01 01:21:00 PDT;0;-1;0;99839,6;-48270;102908;-47245;71826,3;-49014,3;274573;-144529
2000-08-01 01:21:30 PDT;0;-1;0;100087;-48159,6;103375;-47035,8;67935;-49023,8;271398;-144219
2000-08-01 01:22:00 PDT;0;-1;0;100235;-48096,1;104242;-46734,6;67777;-49062,6;272254;-143893
2000-08-01 01:22:30 PDT;0;-1;0;99873;-48193,5;102893;-47138,5;67737,2;-49059,8;270503;-144392
2000-08-01 01:23:00 PDT;0;-1;0;99810,1;-48197,5;103550;-46900,5;67048,6;-49233;270409;-144331
2000-08-01 01:23:30 PDT;0;-1;0;100511;-47954,4;102918;-47108,7;67364,7;-49136,4;270794;-144199
2000-08-01 01:24:00 PDT;0;-1;0;100225;-48021,3;102497;-47239,4;67131,8;-49201,2;269854;-144462
2000-08-01 01:24:30 PDT;0;-1;0;100651;-47883,4;102423;-47245,9;67449,4;-49104,5;270524;-144234
2000-08-01 01:25:00 PDT;0;-1;0;101848;-47475,1;101669;-47456,1;67716;-49006,3;271234;-143938
2000-08-01 01:25:30 PDT;0;-1;0;101404;-47613;101844;-47352,9;66945,9;-49208,7;270194;-144175
2000-08-01 01:26:00 PDT;0;-1;0;100817;-47784,6;102438;-47162,3;67233,2;-49107,7;270489;-144055
2000-08-01 01:26:30 PDT;0;-1;0;100544;-47837,6;98058,1;-47222,2;67418,9;-49025,8;266021;-144086
2000-08-01 01:27:00 PDT;0;-1;0;100439;-47840,5;98031,8;-47217,6;67056,4;-49127,4;265527;-144186
2000-08-01 01:27:30 PDT;0;-1;0;105277;-47675,3;98003,4;-47238,2;66801,6;-49205,6;270081;-144119
2000-08-01 01:28:00 PDT;0;-1;0;105132;-47681,2;97943,2;-47206,1;66563,3;-49274,7;269639;-144162
2000-08-01 01:28:30 PDT;0;-1;0;104981;-47714,1;97568,9;-47303,4;67459,3;-48971,7;270009;-143989
2000-08-01 01:29:00 PDT;0;-1;0;104579;-47820,7;96839,6;-47501,1;67408,5;-48969,5;268827;-144291
2000-08-01 01:29:30 PDT;0;-1;0;105108;-47619,4;96420,2;-47602,2;67379,4;-48966,7;268908;-144188
2000-08-01 01:30:00 PDT;0;-1;0;104634;-47725,8;96502,8;-47568,6;67458,2;-48935,2;268595;-144230
2000-08-01 01:30:30 PDT;0;-1;0;104612;-47729,7;96749;-47469,6;67403,5;-48941,2;268765;-144141
2000-08-01 01:31:00 PDT;0;-1;0;104558;-47735,9;97420;-47236,8;67681,6;-48842,5;269659;-143815
2000-08-01 01:31:30 PDT;0;-1;0;105176;-47479,7;98490;-46876;68779,8;-48486,7;272446;-142842
2000-08-01 01:32:00 PDT;0;-1;0;105626;-47314,3;98593,1;-46848,7;69371,8;-48289,4;273591;-142452
2000-08-01 01:32:30 PDT;0;-1;0;105364;-47383,5;98199,7;-46942,3;68801,9;-48422,8;272366;-142749
2000-08-01 01:33:00 PDT;0;-1;0;106270;-47069,8;98106;-46953,5;68371,7;-48560,5;272747;-142584
2000-08-01 01:33:30 PDT;0;-1;0;105276;-47389,7;101904;-47006,1;67738,4;-48737;274918;-143133
2000-08-01 01:34:00 PDT;0;-1;0;105507;-47273,8;106610;-46798,2;67735,1;-48752,1;279852;-142824
2000-08-01 01:34:30 PDT;0;-1;0;106975;-46781,4;108135;-46287,1;67475;-48827;282585;-141895
2000-08-01 01:35:00 PDT;0;-1;0;106933;-46744,6;107145;-46581,4;67204,6;-48894,9;281283;-142221
2000-08-01 01:35:30 PDT;0;-1;0;102007;-46900,4;106494;-46758,7;66260,3;-49180,3;274761;-142839
2000-08-01 01:36:00 PDT;0;-1;0;101211;-47144,8;106700;-46664,9;67114,8;-48915,7;275025;-142725
2000-08-01 01:36:30 PDT;0;-1;0;100813;-47243,4;105396;-47071;66686,6;-49010,1;272896;-143324
2000-08-01 01:37:00 PDT;0;-1;0;105151;-47162,9;105436;-47058,2;66534,1;-49044;277122;-143265
2000-08-01 01:37:30 PDT;0;-1;0;109563;-46925,1;105693;-46980,4;67159,9;-48858,8;282415;-142764
2000-08-01 01:38:00 PDT;0;-1;0;109389;-46922,6;104931;-47213,4;66838,9;-48960,4;281159;-143096
2000-08-01 01:38:30 PDT;0;-1;0;109158;-46961,9;105454;-47014,8;67158,9;-48863,3;281770;-142840
2000-08-01 01:39:00 PDT;0;-1;0;108898;-46996,6;105361;-47023,1;67366,9;-48766,8;281625;-142787
2000-08-01 01:39:30 PDT;0;-1;0;111650;-47252,7;104030;-47443,5;67038,1;-48861,1;282718;-143557
2000-08-01 01:40:00 PDT;0;-1;0;111201;-47382,6;103810;-47478,9;66484,4;-49024,4;281495;-143886
2000-08-01 01:40:30 PDT;0;-1;0;110704;-47523;103766;-47478,8;66486,1;-49022,5;280957;-144024
2000-08-01 01:41:00 PDT;0;-1;0;110110;-47658,6;94471,4;-47827,1;66247,7;-49056,8;270829;-144543
2000-08-01 01:41:30 PDT;0;-1;0;110625;-47486,1;94366,5;-47860,8;66165,8;-49062;271157;-144409
2000-08-01 01:42:00 PDT;0;-1;0;110352;-47557,6;94030,8;-47928;65634,9;-49223;270018;-144709
2000-08-01 01:42:30 PDT;0;-1;0;110356;-47552,4;93476,6;-48099,7;66228,1;-49022,3;270060;-144674
2000-08-01 01:43:00 PDT;0;-1;0;106237;-47672,4;93794,2;-47980;66203;-49013,3;266234;-144666
2000-08-01 01:43:30 PDT;0;-1;0;106196;-47670,2;99013,7;-47687,8;66125,5;-49025,9;271335;-144384
2000-08-01 01:44:00 PDT;0;-1;0;106145;-47669,5;99775,7;-47436,4;65762,4;-49128,2;271683;-144234
2000-08-01 01:44:30 PDT;0;-1;0;106012;-47708;100276;-47275;66401,5;-48931,7;272689;-143915
2000-08-01 01:45:00 PDT;0;-1;0;102105;-47630,6;100884;-47059,8;66500,8;-48897,5;269490;-143588
2000-08-01 01:45:30 PDT;0;-1;0;96866,7;-48133,4;101268;-46881;65877,2;-49086;264012;-144100
2000-08-01 01:46:00 PDT;0;-1;0;97595;-47894,4;100643;-47044,4;65875,3;-49087,5;264114;-144026
2000-08-01 01:46:30 PDT;0;-1;0;98232,7;-47690,7;100339;-47107,9;65874;-49088,9;264446;-143887
2000-08-01 01:47:00 PDT;0;-1;0;98127;-47726,7;100002;-47207,1;66300,7;-48955,8;264430;-143890
2000-08-01 01:47:30 PDT;0;-1;0;98764;-47526,5;99658,9;-47301,1;66725;-48827,4;265148;-143655
2000-08-01 01:48:00 PDT;0;-1;0;97955,3;-47761,7;98709,9;-47599,6;66671,6;-48827;263337;-144188
2000-08-01 01:48:30 PDT;0;-1;0;97713,2;-47832,6;99211,2;-47435,5;66333;-48923,7;263257;-144192
2000-08-01 01:49:00 PDT;0;-1;0;97821,8;-47794,3;98532,3;-47638;65980,8;-49021,5;262335;-144454
2000-08-01 01:49:30 PDT;0;-1;0;98761,4;-47482,5;97606,5;-47914,4;66278,2;-48893,4;262646;-144290
2000-08-01 01:50:00 PDT;0;-1;0;98703,6;-47488,1;98426,7;-47649;66278,6;-48892,6;263409;-144030
2000-08-01 01:50:30 PDT;0;-1;0;98918,7;-47368,4;93719,1;-47775,6;66251,8;-48878,3;258890;-144022
2000-08-01 01:51:00 PDT;0;-1;0;98524,4;-47478,7;94652,3;-47469,4;66546,7;-48783,6;259723;-143732
2000-08-01 01:51:30 PDT;0;-1;0;97798,7;-47683,9;93945,1;-47663,8;66004,7;-48943,6;257749;-144291
2000-08-01 01:52:00 PDT;0;-1;0;98007,8;-47580,8;93524,9;-47793,5;65424,9;-49113,3;256958;-144488
2000-08-01 01:52:30 PDT;0;-1;0;97161,1;-47793,8;93688,9;-47713,9;65243;-49147,7;256093;-144655
2000-08-01 01:53:00 PDT;0;-1;0;102358;-47652,6;93338,2;-47840,7;65508,4;-49056,6;261205;-144550
2000-08-01 01:53:30 PDT;0;-1;0;102651;-47551,3;93850,9;-47639,6;65483,7;-49059,7;261985;-144250
2000-08-01 01:54:00 PDT;0;-1;0;102530;-47589,4;93954,5;-47610,3;65466,5;-49056,3;261951;-144256
2000-08-01 01:54:30 PDT;0;-1;0;103487;-47282,6;93744,5;-47677,5;64865;-49223,5;262096;-144184
2000-08-01 01:55:00 PDT;0;-1;0;103617;-47229,3;98293,1;-47601,7;64755,2;-49271,4;266665;-144102
2000-08-01 01:55:30 PDT;0;-1;0;103618;-47227,8;98461,5;-47545,6;64709,7;-49267,4;266790;-144041
