# file...... IEEE_13_house_passiveDR_transformer_power.csv
# date...... Thu Jun 11 17:40:01 2020
# user...... User
# host...... (null)
# target.... transformer 27
# trigger... (none)
# interval.. 60
# limit..... 2880
# timestamp,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_out_A.real,power_out_A.imag,power_out_B.real,power_out_B.imag,power_out_C.real,power_out_C.imag,power_losses_A.real,power_losses_A.imag
2000-08-02 00:38:00 PDT,+114654,-48306.7,+114268,-47241.9,+86045.7,-48630.9,+114653,-48313.5,+114267,-47248.6,+86045.1,-48635.2,+1.02662,+6.8158
2000-08-02 00:39:00 PDT,+113323,-48538.3,+109758,-47236.8,+89964.9,-48631.9,+113321,-48544.9,+109757,-47243.1,+89964.2,-48636.5,+1.00806,+6.6921
2000-08-02 00:40:00 PDT,+119011,-48072.8,+111618,-47812.8,+84581.6,-48901.1,+119010,-48080.1,+111617,-47819.3,+84581,-48905.3,+1.09233,+7.25384
2000-08-02 00:41:00 PDT,+120875,-47381.5,+112787,-47365.5,+87838.4,-49182.2,+120874,-47389,+112786,-47372.1,+87837.7,-49186.7,+1.11748,+7.42156
2000-08-02 00:42:00 PDT,+120834,-47336.1,+110953,-47853,+87969.1,-49081.3,+120833,-47343.6,+110952,-47859.4,+87968.5,-49085.8,+1.11655,+7.41531
2000-08-02 00:43:00 PDT,+118694,-48025.1,+111223,-47742.7,+87594.3,-49141.9,+118693,-48032.3,+111222,-47749.1,+87593.6,-49146.3,+1.08705,+7.21868
2000-08-02 00:44:00 PDT,+120715,-47217.2,+111674,-47509.9,+77904.2,-49502.2,+120714,-47224.6,+111673,-47516.4,+77903.6,-49505.9,+1.1139,+7.39769
2000-08-02 00:45:00 PDT,+120287,-47331.4,+111754,-47443.3,+78305.7,-49364.1,+120286,-47338.7,+111753,-47449.7,+78305.1,-49367.8,+1.10781,+7.35709
2000-08-02 00:46:00 PDT,+113632,-48132.7,+112107,-47136.4,+78649.3,-49235.3,+113631,-48139.4,+112106,-47143,+78648.7,-49239.1,+1.01011,+6.70571
2000-08-02 00:47:00 PDT,+114058,-47991.2,+112393,-46973.2,+78111.1,-49409.3,+114057,-47997.9,+112392,-46979.7,+78110.5,-49413.1,+1.01562,+6.74244
2000-08-02 00:48:00 PDT,+109009,-48155.3,+111383,-47262.4,+77370.9,-49603.8,+109008,-48161.5,+111382,-47268.9,+77370.3,-49607.5,+0.942327,+6.25385
2000-08-02 00:49:00 PDT,+109184,-48059.1,+106157,-47594.9,+76301.7,-49707,+109183,-48065.4,+106156,-47600.8,+76301.1,-49710.6,+0.944239,+6.26659
2000-08-02 00:50:00 PDT,+119262,-47390.1,+109217,-48113.7,+75769.1,-49801.5,+119261,-47397.4,+109216,-48120,+75768.5,-49805.1,+1.09197,+7.25147
2000-08-02 00:51:00 PDT,+119659,-47121.7,+108512,-48306.6,+75774.1,-49774.2,+119658,-47129,+108511,-48312.8,+75773.6,-49777.8,+1.09656,+7.28204
2000-08-02 00:52:00 PDT,+118509,-47379.9,+108864,-48142.7,+76627.4,-49466.2,+118508,-47387.1,+108863,-48148.9,+76626.8,-49469.9,+1.08008,+7.17223
2000-08-02 00:53:00 PDT,+123341,-47062.5,+110085,-47722.8,+77730.1,-49047.2,+123340,-47070.2,+110084,-47729.1,+77729.5,-49050.9,+1.15524,+7.67324
2000-08-02 00:54:00 PDT,+122625,-47287.1,+109165,-47939.7,+82150,-48867.9,+122623,-47294.7,+109164,-47946,+82149.4,-48871.9,+1.14501,+7.60506
2000-08-02 00:55:00 PDT,+120632,-47872,+108130,-48239.5,+81271.1,-49095.7,+120631,-47879.4,+108129,-48245.7,+81270.5,-49099.7,+1.11669,+7.41625
2000-08-02 00:56:00 PDT,+125225,-47779.2,+110812,-47191.4,+81432.2,-49033.7,+125223,-47787.1,+110811,-47197.8,+81431.6,-49037.7,+1.19063,+7.90917
2000-08-02 00:57:00 PDT,+126195,-47373.6,+111326,-46965.9,+81327.4,-49045.9,+126194,-47381.6,+111325,-46972.3,+81326.8,-49049.9,+1.20418,+7.99954
2000-08-02 00:58:00 PDT,+121231,-47507.2,+115487,-46978.2,+79812,-49457,+121230,-47514.7,+115486,-46985,+79811.4,-49460.9,+1.12396,+7.46475
2000-08-02 00:59:00 PDT,+116557,-47659.2,+118385,-47393.6,+79782.9,-49465,+116556,-47666.2,+118384,-47400.8,+79782.3,-49468.9,+1.05155,+6.98202
2000-08-02 01:00:00 PDT,+115135,-47860.6,+121080,-47338.8,+74504.5,-49788.1,+115134,-47867.5,+121079,-47346.3,+74504,-49791.6,+1.03108,+6.84552
2000-08-02 01:01:00 PDT,+114853,-48005.2,+124112,-47565.8,+74424.5,-49780.5,+114852,-48012,+124110,-47573.6,+74424,-49784.1,+1.02772,+6.82312
2000-08-02 01:02:00 PDT,+116192,-47469.1,+123955,-47601,+75458.6,-49420.8,+116191,-47476,+123953,-47608.8,+75458.1,-49424.4,+1.04475,+6.93667
2000-08-02 01:03:00 PDT,+114484,-48010,+128510,-47204.1,+74933.9,-49564,+114483,-48016.8,+128509,-47212.4,+74933.4,-49567.6,+1.02217,+6.78613
2000-08-02 01:04:00 PDT,+112735,-48523.2,+131370,-46359,+71156,-49479.7,+112734,-48529.8,+131368,-46367.5,+71155.5,-49483,+0.999203,+6.63302
2000-08-02 01:05:00 PDT,+113600,-48199,+127562,-46215.9,+71341.4,-49371.2,+113599,-48205.7,+127561,-46224,+71340.9,-49374.5,+1.01005,+6.70536
2000-08-02 01:06:00 PDT,+128285,-46340.6,+129418,-45648,+75566.6,-49461.7,+128284,-46348.8,+129417,-45656.3,+75566.1,-49465.3,+1.23289,+8.19096
2000-08-02 01:07:00 PDT,+128266,-46268.5,+124064,-46986.9,+74225.3,-49848,+128265,-46276.7,+124062,-46994.7,+74224.7,-49851.5,+1.23213,+8.18588
2000-08-02 01:08:00 PDT,+122241,-46694.9,+121520,-47718.8,+74435.2,-49735.8,+122240,-46702.4,+121519,-47726.3,+74434.7,-49739.4,+1.13513,+7.53921
2000-08-02 01:09:00 PDT,+118460,-47767.8,+118622,-47218.8,+75666.8,-49310.9,+118459,-47775,+118621,-47225.9,+75666.3,-49314.5,+1.08175,+7.18335
2000-08-02 01:10:00 PDT,+117770,-47929.2,+108983,-46651.2,+75312.6,-49335,+117769,-47936.3,+108982,-46657.4,+75312.1,-49338.5,+1.07202,+7.11847
2000-08-02 01:11:00 PDT,+113673,-47865.5,+108411,-46736.8,+76213.5,-49029.8,+113672,-47872.2,+108410,-46743,+76212.9,-49033.4,+1.00904,+6.6986
2000-08-02 01:12:00 PDT,+123213,-47340.7,+107099,-47164.2,+80461.7,-49002.6,+123212,-47348.4,+107098,-47170.2,+80461.1,-49006.5,+1.15489,+7.67092
2000-08-02 01:13:00 PDT,+118238,-47486.7,+105609,-47525,+79921.2,-49128.9,+118237,-47493.9,+105608,-47530.9,+79920.6,-49132.8,+1.07653,+7.14853
2000-08-02 01:14:00 PDT,+118467,-47370.2,+106120,-47264,+75116.9,-49154,+118466,-47377.4,+106119,-47270,+75116.4,-49157.6,+1.07938,+7.16753
2000-08-02 01:15:00 PDT,+114377,-47260.8,+105592,-47410.3,+75160.5,-49084.8,+114376,-47267.5,+105591,-47416.2,+75160,-49088.4,+1.01583,+6.74385
2000-08-02 01:16:00 PDT,+113960,-47384.6,+104748,-47632.9,+73947,-49422.3,+113959,-47391.3,+104747,-47638.7,+73946.5,-49425.8,+1.01032,+6.70716
2000-08-02 01:17:00 PDT,+117716,-47556.9,+103177,-48125.6,+74678.5,-49160.4,+117715,-47564,+103176,-48131.3,+74678,-49163.9,+1.06883,+7.09721
2000-08-02 01:18:00 PDT,+113583,-47577.8,+102210,-48389.7,+75101.8,-49132.2,+113582,-47584.5,+102209,-48395.4,+75101.3,-49135.7,+1.00587,+6.67749
2000-08-02 01:19:00 PDT,+112403,-47931.7,+103702,-47907.4,+73908.8,-49502.9,+112402,-47938.3,+103701,-47913.1,+73908.2,-49506.4,+0.990497,+6.57498
2000-08-02 01:20:00 PDT,+114146,-47330.7,+106548,-46959.7,+73111,-49716.2,+114145,-47337.4,+106547,-46965.7,+73110.4,-49719.6,+1.01279,+6.7236
2000-08-02 01:21:00 PDT,+108298,-47712.9,+105549,-47227,+73071.5,-49639.6,+108297,-47719.1,+105548,-47232.9,+73071,-49643.1,+0.929331,+6.16721
2000-08-02 01:22:00 PDT,+103600,-47808.6,+103185,-47882.3,+67295.5,-49954,+103599,-47814.3,+103184,-47888,+67295,-49957.1,+0.86423,+5.7332
2000-08-02 01:23:00 PDT,+108589,-47556,+109050,-47296,+71994.6,-49842.6,+108588,-47562.2,+109049,-47302.3,+71994.1,-49846,+0.932503,+6.18835
2000-08-02 01:24:00 PDT,+108567,-47543.8,+110637,-46782.4,+77623.9,-49485.7,+108566,-47550,+110636,-46788.8,+77623.3,-49489.4,+0.932117,+6.18578
2000-08-02 01:25:00 PDT,+109134,-47337.9,+109056,-47233,+78751.7,-49114.7,+109133,-47344.2,+109055,-47239.3,+78751.1,-49118.5,+0.93897,+6.23147
2000-08-02 01:26:00 PDT,+108440,-47519.8,+102734,-47873.6,+79438.1,-48831.4,+108439,-47526,+102733,-47879.2,+79437.5,-48835.2,+0.930148,+6.17265
2000-08-02 01:27:00 PDT,+106222,-48168.9,+107133,-47779.8,+74680.1,-48920.1,+106221,-48174.9,+107133,-47785.8,+74679.6,-48923.7,+0.902822,+5.99048
2000-08-02 01:28:00 PDT,+106418,-48021.6,+102814,-47777.4,+74093.3,-49080,+106417,-48027.6,+102813,-47783.1,+74092.8,-49083.4,+0.904639,+6.00259
2000-08-02 01:29:00 PDT,+107455,-47656.3,+106376,-47850.2,+73113.6,-49363.2,+107454,-47662.4,+106375,-47856.1,+73113.1,-49366.6,+0.916968,+6.08478
2000-08-02 01:30:00 PDT,+103147,-47615.3,+106033,-47916.1,+73605.3,-49187.2,+103146,-47621,+106032,-47922.1,+73604.8,-49190.7,+0.856832,+5.68388
2000-08-02 01:31:00 PDT,+103062,-47635.4,+111494,-47501.4,+73505.8,-49208.7,+103061,-47641.1,+111493,-47507.9,+73505.2,-49212.1,+0.855804,+5.67703
2000-08-02 01:32:00 PDT,+102213,-47808.6,+112688,-47077.1,+68600.2,-49300.6,+102212,-47814.2,+112687,-47083.7,+68599.7,-49303.8,+0.845388,+5.60758
2000-08-02 01:33:00 PDT,+110086,-47906.2,+117762,-46833.8,+72702.5,-49384.4,+110085,-47912.5,+117761,-46840.9,+72701.9,-49387.8,+0.956321,+6.34714
2000-08-02 01:34:00 PDT,+110633,-47682.8,+117253,-47000.9,+77533.8,-49098.9,+110632,-47689.2,+117252,-47008,+77533.3,-49102.6,+0.962873,+6.39082
2000-08-02 01:35:00 PDT,+118517,-47759.4,+125616,-46825.5,+77422.7,-49136.1,+118516,-47766.6,+125614,-46833.4,+77422.1,-49139.8,+1.08259,+7.18895
2000-08-02 01:36:00 PDT,+117513,-48050.7,+119592,-47374.7,+76566,-49396,+117512,-48057.8,+119591,-47382,+76565.5,-49399.7,+1.0688,+7.09698
2000-08-02 01:37:00 PDT,+118725,-47657.4,+124569,-47001.8,+80370.5,-49534.9,+118724,-47664.6,+124568,-47009.7,+80369.9,-49538.8,+1.08522,+7.20646
2000-08-02 01:38:00 PDT,+116205,-47127.5,+115282,-47353.3,+80802.2,-49365.1,+116204,-47134.4,+115281,-47360.1,+80801.6,-49369,+1.04283,+6.92386
2000-08-02 01:39:00 PDT,+119445,-47242.7,+110243,-47591.8,+72330.3,-49322.4,+119444,-47250,+110242,-47598.2,+72329.8,-49325.7,+1.09393,+7.26453
2000-08-02 01:40:00 PDT,+119017,-47201.6,+110905,-47321.7,+72100.7,-49386.3,+119016,-47208.8,+110904,-47328.1,+72100.2,-49389.7,+1.08694,+7.21793
2000-08-02 01:41:00 PDT,+114083,-47416.7,+107468,-47183.5,+76790.8,-49245.8,+114082,-47423.4,+107467,-47189.5,+76790.3,-49249.5,+1.01237,+6.72083
2000-08-02 01:42:00 PDT,+113241,-47678.3,+111909,-46908.2,+77038.8,-49156.8,+113240,-47685,+111908,-46914.7,+77038.2,-49160.4,+1.00139,+6.64758
2000-08-02 01:43:00 PDT,+120525,-46721.6,+107654,-47002.3,+78000.6,-48826.3,+120524,-46729,+107653,-47008.4,+78000,-48830,+1.1078,+7.35703
2000-08-02 01:44:00 PDT,+120651,-46688.1,+112117,-46879.6,+78520.6,-48643.3,+120650,-46695.4,+112116,-46886.2,+78520,-48647,+1.1096,+7.36903
2000-08-02 01:45:00 PDT,+115489,-46993.2,+107240,-47014.8,+71772.9,-49381.6,+115488,-47000.1,+107239,-47020.8,+71772.4,-49384.9,+1.03104,+6.84526
2000-08-02 01:46:00 PDT,+109105,-47667.6,+110182,-47202.4,+66015.4,-49824.2,+109104,-47673.9,+110181,-47208.8,+66015,-49827.2,+0.940623,+6.24249
2000-08-02 01:47:00 PDT,+109107,-47670.2,+109851,-47280,+67840.8,-49258.5,+109106,-47676.5,+109850,-47286.3,+67840.3,-49261.6,+0.940672,+6.24281
2000-08-02 01:48:00 PDT,+114586,-47283,+104947,-47552.2,+72933.7,-48848.7,+114585,-47289.8,+104946,-47558,+72933.2,-48852.1,+1.01913,+6.76583
2000-08-02 01:49:00 PDT,+115415,-46988.7,+107042,-48247.4,+75756.1,-49330.9,+115414,-46995.5,+107041,-48253.4,+75755.6,-49334.5,+1.02988,+6.83753
2000-08-02 01:50:00 PDT,+117269,-47569.6,+102374,-48458.6,+74659.3,-49624.1,+117268,-47576.7,+102373,-48464.3,+74658.8,-49627.6,+1.06199,+7.05159
2000-08-02 01:51:00 PDT,+111842,-48004.5,+105420,-47463.1,+75591.3,-49316.7,+111841,-48011,+105419,-47469,+75590.8,-49320.3,+0.982669,+6.52279
2000-08-02 01:52:00 PDT,+114654,-47013.6,+100666,-47776.1,+76482.3,-49014.8,+114653,-47020.4,+100665,-47781.5,+76481.7,-49018.4,+1.01848,+6.76156
2000-08-02 01:53:00 PDT,+108662,-47479.7,+104511,-47810.9,+75414.2,-49323.2,+108661,-47485.9,+104510,-47816.7,+75413.7,-49326.8,+0.933081,+6.19221
2000-08-02 01:54:00 PDT,+107944,-47720.1,+114569,-47063.9,+70680.5,-49437.5,+107943,-47726.2,+114568,-47070.7,+70680,-49440.8,+0.924315,+6.13376
2000-08-02 01:55:00 PDT,+102440,-48154.9,+115268,-46807.1,+71593.4,-49128.9,+102439,-48160.5,+115267,-46813.9,+71592.9,-49132.2,+0.850648,+5.64266
2000-08-02 01:56:00 PDT,+102212,-48182.1,+116114,-46465.9,+67537.3,-49165.4,+102211,-48187.7,+116113,-46472.8,+67536.8,-49168.4,+0.847745,+5.6233
2000-08-02 01:57:00 PDT,+113177,-47175.7,+110646,-46859,+66274.2,-49550.5,+113177,-47182.4,+110645,-46865.4,+66273.7,-49553.5,+0.99729,+6.62027
2000-08-02 01:58:00 PDT,+107274,-47809,+109025,-47321.2,+65541.2,-49737.4,+107273,-47815.1,+109024,-47327.4,+65540.8,-49740.4,+0.915366,+6.07411
2000-08-02 01:59:00 PDT,+107113,-47827.3,+100105,-47595.1,+70869.3,-49367.7,+107112,-47833.3,+100105,-47600.5,+70868.9,-49371,+0.913196,+6.05964
2000-08-02 02:00:00 PDT,+108101,-47434.3,+101033,-47224.3,+71851.6,-49008.2,+108100,-47440.4,+101032,-47229.8,+71851.1,-49011.6,+0.92476,+6.13674
2000-08-02 02:01:00 PDT,+106876,-47857.5,+109810,-47206.4,+75880.8,-49177.3,+106875,-47863.5,+109809,-47212.7,+75880.2,-49180.9,+0.910042,+6.03861
2000-08-02 02:02:00 PDT,+100082,-47419.5,+109771,-47193.3,+79598.1,-49246.7,+100081,-47424.9,+109770,-47199.6,+79597.5,-49250.5,+0.814486,+5.40158
2000-08-02 02:03:00 PDT,+100133,-47427.7,+115265,-46916.2,+88653.3,-49027.9,+100132,-47433.1,+115264,-46923,+88652.7,-49032.5,+0.815212,+5.40641
2000-08-02 02:04:00 PDT,+98026.2,-48093.7,+114360,-47169.3,+93815.4,-48768.7,+98025.4,-48099,+114359,-47176,+93814.7,-48773.7,+0.791862,+5.25074
2000-08-02 02:05:00 PDT,+98868.6,-47784.6,+124071,-46755.2,+84463.2,-49030.5,+98867.8,-47789.9,+124070,-46762.9,+84462.6,-49034.7,+0.800852,+5.31068
2000-08-02 02:06:00 PDT,+97672.7,-48128.4,+126111,-47336.1,+84648.3,-48971.5,+97671.9,-48133.6,+126110,-47344.1,+84647.7,-48975.7,+0.787516,+5.22177
2000-08-02 02:07:00 PDT,+100470,-48519.8,+122789,-46902,+80347.7,-49056.8,+100469,-48525.3,+122787,-46909.6,+80347.1,-49060.7,+0.826597,+5.48231
2000-08-02 02:08:00 PDT,+110608,-47711.4,+114285,-46906.1,+84105.1,-49162.5,+110607,-47717.8,+114284,-46912.8,+84104.4,-49166.7,+0.9627,+6.38967
2000-08-02 02:09:00 PDT,+109821,-47933.9,+114210,-46887.2,+79259.4,-49384,+109820,-47940.2,+114209,-46893.9,+79258.8,-49387.8,+0.952644,+6.32262
2000-08-02 02:10:00 PDT,+110222,-47802.2,+110247,-46877.4,+90363.3,-48706,+110221,-47808.6,+110247,-46883.7,+90362.6,-48710.6,+0.957637,+6.35591
2000-08-02 02:11:00 PDT,+110631,-47640.6,+109503,-47080.3,+85210.1,-48968.1,+110630,-47647,+109502,-47086.6,+85209.4,-48972.3,+0.962587,+6.38891
2000-08-02 02:12:00 PDT,+114977,-47429.1,+103539,-47593.2,+75343.4,-49309.9,+114976,-47435.9,+103538,-47598.9,+75342.9,-49313.5,+1.02596,+6.81142
2000-08-02 02:13:00 PDT,+119707,-47209.4,+102866,-47644.3,+74743.1,-49486,+119706,-47216.7,+102865,-47650,+74742.6,-49489.6,+1.09787,+7.29079
2000-08-02 02:14:00 PDT,+115923,-47160,+105997,-47766.3,+70405.7,-49403.4,+115922,-47166.9,+105996,-47772.3,+70405.2,-49406.7,+1.0387,+6.89633
2000-08-02 02:15:00 PDT,+110837,-47565.8,+105679,-47838.6,+65763.1,-49371.9,+110836,-47572.2,+105678,-47844.5,+65762.7,-49374.9,+0.965121,+6.4058
2000-08-02 02:16:00 PDT,+109857,-47869.1,+100749,-48102.9,+64733.2,-49652.3,+109856,-47875.4,+100748,-48108.4,+64732.7,-49655.3,+0.952764,+6.32342
2000-08-02 02:17:00 PDT,+115010,-47511.6,+102070,-47692.3,+64667.4,-49662.2,+115009,-47518.4,+102069,-47697.9,+64666.9,-49665.1,+1.02699,+6.81824
2000-08-02 02:18:00 PDT,+115070,-47553,+103729,-47142.7,+64665.4,-49672.8,+115069,-47559.8,+103728,-47148.4,+64664.9,-49675.7,+1.02816,+6.82606
2000-08-02 02:19:00 PDT,+114370,-47807.8,+109000,-46775.9,+69606.1,-49356.8,+114369,-47814.5,+108999,-46782.1,+69605.6,-49360,+1.01916,+6.76609
2000-08-02 02:20:00 PDT,+108785,-48262.4,+108644,-46879.4,+69859,-49250.9,+108784,-48268.6,+108643,-46885.6,+69858.5,-49254.1,+0.939791,+6.23694
2000-08-02 02:21:00 PDT,+114784,-47639.2,+106579,-47556.8,+70169.5,-49131,+114783,-47646,+106578,-47562.8,+70169,-49134.3,+1.02436,+6.80076
2000-08-02 02:22:00 PDT,+114615,-47679.9,+109436,-47851.3,+69258.2,-49410.8,+114614,-47686.7,+109435,-47857.6,+69257.7,-49414,+1.02206,+6.78539
2000-08-02 02:23:00 PDT,+110133,-47822.6,+99734.5,-48392.1,+68634.3,-49542.8,+110132,-47828.9,+99733.7,-48397.5,+68633.8,-49546,+0.956468,+6.34812
2000-08-02 02:24:00 PDT,+106681,-47642.3,+106071,-47725.3,+70530,-49265.3,+106680,-47648.3,+106070,-47731.3,+70529.5,-49268.5,+0.905941,+6.01127
2000-08-02 02:25:00 PDT,+110246,-47823.3,+106405,-47617,+71034.9,-49098.7,+110245,-47829.7,+106404,-47623,+71034.4,-49102,+0.958119,+6.35913
2000-08-02 02:26:00 PDT,+107251,-47417.1,+107194,-47348.7,+75460.6,-49021.5,+107251,-47423.2,+107193,-47354.7,+75460,-49025,+0.912583,+6.05556
2000-08-02 02:27:00 PDT,+106567,-47634,+105160,-46833.6,+80262.1,-48786.1,+106566,-47640,+105159,-46839.4,+80261.5,-48790,+0.904281,+6.00021
2000-08-02 02:28:00 PDT,+104517,-48292.3,+111497,-47527.9,+84012.9,-48978.1,+104516,-48298.1,+111496,-47534.3,+84012.3,-48982.2,+0.87989,+5.8376
2000-08-02 02:29:00 PDT,+105514,-47955.9,+112331,-47240.8,+82471,-49465.4,+105513,-47961.8,+112330,-47247.3,+82470.4,-49469.5,+0.891571,+5.91547
2000-08-02 02:30:00 PDT,+106632,-47561.4,+107853,-47316.5,+83743.3,-49051.1,+106631,-47567.4,+107852,-47322.6,+83742.7,-49055.2,+0.904746,+6.0033
2000-08-02 02:31:00 PDT,+112941,-47870.8,+102642,-47656.3,+74971.7,-48961.5,+112940,-47877.4,+102642,-47662,+74971.2,-48965,+0.998128,+6.62585
2000-08-02 02:32:00 PDT,+108571,-47880.2,+101686,-47918.5,+69359.5,-49403.9,+108570,-47886.4,+101685,-47924,+69359,-49407.1,+0.934293,+6.20028
2000-08-02 02:33:00 PDT,+108514,-47866.7,+104988,-48136.3,+65551.7,-49224.8,+108513,-47872.9,+104987,-48142.1,+65551.2,-49227.7,+0.933386,+6.19424
2000-08-02 02:34:00 PDT,+109267,-47650.5,+112454,-47161.9,+70841.3,-49097.1,+109266,-47656.8,+112453,-47168.4,+70840.8,-49100.4,+0.942846,+6.25731
2000-08-02 02:35:00 PDT,+108491,-47878.1,+108346,-47081.2,+70174.1,-49271.4,+108490,-47884.3,+108345,-47087.3,+70173.6,-49274.6,+0.933128,+6.19252
2000-08-02 02:36:00 PDT,+104444,-47890.5,+107763,-47240.4,+69967,-49336,+104443,-47896.3,+107762,-47246.5,+69966.5,-49339.2,+0.876333,+5.81389
2000-08-02 02:37:00 PDT,+105305,-47814.5,+107970,-47146.3,+62856,-50020.9,+105304,-47820.4,+107969,-47152.4,+62855.5,-50023.7,+0.887775,+5.89017
2000-08-02 02:38:00 PDT,+105226,-47792.4,+102775,-47448.6,+62851.8,-50006.2,+105225,-47798.2,+102774,-47454.2,+62851.4,-50009.1,+0.886539,+5.88192
2000-08-02 02:39:00 PDT,+109808,-47789.1,+97962.9,-47671.2,+64648,-49445,+109807,-47795.4,+97962.1,-47676.4,+64647.6,-49448,+0.951539,+6.31526
2000-08-02 02:40:00 PDT,+109397,-47908.9,+93683,-47589.1,+64325,-49527.8,+109396,-47915.2,+93682.3,-47593.9,+64324.6,-49530.7,+0.946351,+6.28067
2000-08-02 02:41:00 PDT,+115428,-47392.5,+93106.1,-47798.5,+67868.7,-49573.5,+115427,-47399.3,+93105.4,-47803.3,+67868.3,-49576.6,+1.0326,+6.85566
2000-08-02 02:42:00 PDT,+116179,-47148.5,+92720,-47907.6,+68600.3,-49340.3,+116178,-47155.4,+92719.2,-47912.4,+68599.9,-49343.4,+1.04255,+6.92202
2000-08-02 02:43:00 PDT,+105976,-47667.3,+93255.5,-47696.3,+68736.7,-49284.6,+105975,-47673.3,+93254.7,-47701.1,+68736.2,-49287.7,+0.896208,+5.94639
2000-08-02 02:44:00 PDT,+114950,-47346,+101148,-47917.8,+68377,-49427.4,+114949,-47352.8,+101147,-47923.4,+68376.6,-49430.5,+1.02504,+6.80527
2000-08-02 02:45:00 PDT,+120258,-46941.4,+106956,-47347,+69218.4,-49193.4,+120257,-46948.7,+106955,-47353,+69218,-49196.6,+1.10492,+7.33783
2000-08-02 02:46:00 PDT,+120121,-46962,+106894,-47319.3,+64582.4,-49487.3,+120120,-46969.3,+106894,-47325.3,+64581.9,-49490.2,+1.10288,+7.32417
2000-08-02 02:47:00 PDT,+119910,-47032.4,+106881,-47333.9,+64259.3,-49586.8,+119908,-47039.7,+106880,-47339.9,+64258.9,-49589.7,+1.09996,+7.30475
2000-08-02 02:48:00 PDT,+115137,-47238.7,+101680,-47657.4,+69926.7,-49215.6,+115136,-47245.5,+101679,-47662.9,+69926.2,-49218.8,+1.02722,+6.81977
2000-08-02 02:49:00 PDT,+108563,-47842.4,+102109,-47474.3,+69500.3,-49339.9,+108562,-47848.6,+102108,-47479.9,+69499.8,-49343.1,+0.933931,+6.19788
2000-08-02 02:50:00 PDT,+104615,-47823.5,+103882,-46882.6,+73658.6,-49357.4,+104614,-47829.3,+103881,-46888.4,+73658.1,-49360.9,+0.878267,+5.82678
2000-08-02 02:51:00 PDT,+104032,-47991.8,+103775,-46921.6,+73445.2,-49421.4,+104031,-47997.6,+103774,-46927.3,+73444.7,-49424.9,+0.87131,+5.7804
2000-08-02 02:52:00 PDT,+103260,-48362.8,+105119,-47779.4,+73552.7,-49393.6,+103260,-48368.6,+105118,-47785.2,+73552.2,-49397.1,+0.863111,+5.72574
2000-08-02 02:53:00 PDT,+105128,-47770,+96575.3,-47881.9,+69046.3,-49355.1,+105128,-47775.8,+96574.6,-47887,+69045.8,-49358.3,+0.885041,+5.87194
2000-08-02 02:54:00 PDT,+105753,-47580.2,+102479,-47398.7,+68078.1,-49677.3,+105752,-47586.1,+102478,-47404.4,+68077.6,-49680.4,+0.892541,+5.92194
2000-08-02 02:55:00 PDT,+104230,-48068.1,+102689,-47320.5,+68406.1,-49573.3,+104229,-48073.9,+102688,-47326.1,+68405.6,-49576.5,+0.87451,+5.80174
2000-08-02 02:56:00 PDT,+103034,-48441.6,+102051,-47522.1,+68408,-49570.7,+103034,-48447.3,+102050,-47527.7,+68407.5,-49573.8,+0.860538,+5.70858
2000-08-02 02:57:00 PDT,+108762,-47951.4,+101313,-47789.9,+64435.6,-49481,+108761,-47957.6,+101312,-47795.4,+64435.2,-49483.9,+0.937479,+6.22153
2000-08-02 02:58:00 PDT,+109309,-47782.8,+96550.2,-47913.1,+69539.3,-49259.9,+109308,-47789,+96549.5,-47918.3,+69538.8,-49263.1,+0.944294,+6.26696
2000-08-02 02:59:00 PDT,+109929,-47594.9,+98035.6,-47439.4,+74031.4,-49120.5,+109928,-47601.2,+98034.8,-47444.6,+74030.8,-49124,+0.952077,+6.31884
2000-08-02 03:00:00 PDT,+104993,-47825.5,+101639,-47563.2,+79287,-48898.5,+104993,-47831.4,+101639,-47568.8,+79286.4,-48902.3,+0.883519,+5.86179
2000-08-02 03:01:00 PDT,+112788,-47877.5,+99619,-48247.2,+79688.2,-48776.8,+112787,-47884.1,+99618.1,-48252.6,+79687.6,-48780.6,+0.995884,+6.61089
2000-08-02 03:02:00 PDT,+115368,-47027.5,+95812.4,-48163.1,+78604,-49102.5,+115367,-47034.3,+95811.6,-48168.2,+78603.4,-49106.3,+1.02941,+6.83438
2000-08-02 03:03:00 PDT,+119576,-47046.5,+105756,-47703,+77957.8,-49350.6,+119575,-47053.7,+105755,-47708.9,+77957.2,-49354.4,+1.09478,+7.27018
2000-08-02 03:04:00 PDT,+119148,-47192.1,+106072,-47592.2,+78497,-49181.9,+119146,-47199.3,+106071,-47598.1,+78496.4,-49185.7,+1.08893,+7.23122
2000-08-02 03:05:00 PDT,+119581,-47067.8,+105952,-47653.8,+83837,-48822,+119580,-47075.1,+105952,-47659.8,+83836.3,-48826.2,+1.09499,+7.27161
2000-08-02 03:06:00 PDT,+116711,-46613,+110515,-47490.9,+78633.9,-49029.6,+116710,-46619.9,+110514,-47497.3,+78633.3,-49033.4,+1.04742,+6.95448
2000-08-02 03:07:00 PDT,+114155,-47395.2,+108308,-46837.9,+73752.5,-49096,+114154,-47401.9,+108307,-46844,+73752,-49099.4,+1.01333,+6.72722
