# file...... IEEE_13_house_passiveDR_transformer_power.csv
# date...... Thu Jun 11 17:40:01 2020
# user...... User
# host...... (null)
# target.... transformer 27
# trigger... (none)
# interval.. 60
# limit..... 2880
# timestamp,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_out_A.real,power_out_A.imag,power_out_B.real,power_out_B.imag,power_out_C.real,power_out_C.imag,power_losses_A.real,power_losses_A.imag
2000-08-01 05:39:00 PDT,+108199,-48266,+105194,-47886.4,+79610.3,-49171.5,+108198,-48272.2,+105193,-47892.2,+79609.7,-49175.3,+0.931423,+6.18115
2000-08-01 05:40:00 PDT,+107954,-48369.2,+105123,-47976.3,+79994.6,-49069.4,+107953,-48375.4,+105122,-47982.2,+79994.1,-49073.3,+0.928584,+6.16222
2000-08-01 05:41:00 PDT,+113032,-48277.8,+105052,-48089.3,+79421.7,-49285.8,+113031,-48284.4,+105051,-48095.2,+79421.1,-49289.7,+1.00206,+6.65209
2000-08-01 05:42:00 PDT,+109084,-48221.7,+99935,-48291.3,+79598,-49252.6,+109083,-48227.9,+99934.2,-48296.7,+79597.4,-49256.5,+0.943833,+6.26389
2000-08-01 05:43:00 PDT,+109409,-48085.3,+100024,-48268.1,+70676.2,-49418.7,+109408,-48091.6,+100023,-48273.5,+70675.8,-49421.9,+0.947645,+6.2893
2000-08-01 05:44:00 PDT,+114441,-47845.8,+99814.9,-48387.5,+70321.2,-49619.6,+114439,-47852.6,+99814.1,-48392.9,+70320.7,-49622.9,+1.02047,+6.77477
2000-08-01 05:45:00 PDT,+118694,-47808.6,+99906.6,-48405.7,+70357.3,-49624.2,+118693,-47815.8,+99905.8,-48411.2,+70356.8,-49627.4,+1.08568,+7.20953
2000-08-01 05:46:00 PDT,+118139,-48010.5,+99975.6,-48494.7,+70358.4,-49623.2,+118138,-48017.7,+99974.8,-48500.1,+70358,-49626.5,+1.07828,+7.16021
2000-08-01 05:47:00 PDT,+118138,-48012.7,+100567,-48390.8,+70358.5,-49624.3,+118137,-48019.9,+100566,-48396.3,+70358,-49627.6,+1.07827,+7.16016
2000-08-01 05:48:00 PDT,+118266,-48047.8,+100938,-48326.9,+80120.9,-49371.1,+118265,-48054.9,+100937,-48332.4,+80120.3,-49375.1,+1.0805,+7.175
2000-08-01 05:49:00 PDT,+118650,-47970.6,+106073,-48070.5,+80210.8,-49385.9,+118649,-47977.9,+106072,-48076.5,+80210.2,-49389.8,+1.08601,+7.21176
2000-08-01 05:50:00 PDT,+113529,-48255.1,+106276,-48044.6,+80480.5,-49362.8,+113528,-48261.8,+106275,-48050.6,+80479.9,-49366.7,+1.00935,+6.70066
2000-08-01 05:51:00 PDT,+113377,-48320.6,+106067,-48137.9,+80946.6,-49262.8,+113376,-48327.3,+106066,-48143.9,+80946,-49266.8,+1.00749,+6.68825
2000-08-01 05:52:00 PDT,+109563,-48427.6,+105586,-48322,+81128.4,-49251.8,+109562,-48433.9,+105585,-48327.9,+81127.8,-49255.8,+0.952052,+6.31868
2000-08-01 05:53:00 PDT,+109660,-48463.3,+101566,-48324.3,+71449,-49592.1,+109659,-48469.6,+101565,-48329.8,+71448.4,-49595.4,+0.953689,+6.3296
2000-08-01 05:54:00 PDT,+109775,-48462.2,+101845,-48319.3,+71895.8,-49491.8,+109774,-48468.5,+101845,-48324.9,+71895.3,-49495.1,+0.955343,+6.34062
2000-08-01 05:55:00 PDT,+109881,-48457.3,+101646,-48420.8,+72093.5,-49486.7,+109880,-48463.7,+101645,-48426.4,+72093,-49490.1,+0.956854,+6.35069
2000-08-01 05:56:00 PDT,+110439,-48361,+106597,-48244.6,+72629.4,-49394,+110438,-48367.4,+106596,-48250.7,+72628.9,-49397.4,+0.96435,+6.40066
2000-08-01 05:57:00 PDT,+110741,-48361.1,+111706,-48162.7,+72777.4,-49402.3,+110740,-48367.6,+111705,-48169.2,+72776.9,-49405.7,+0.968756,+6.43004
2000-08-01 05:58:00 PDT,+107265,-48395.5,+112105,-48134.6,+72989.9,-49389.1,+107264,-48401.6,+112104,-48141.2,+72989.4,-49392.5,+0.918964,+6.09809
2000-08-01 05:59:00 PDT,+107771,-48287,+111854,-48232.5,+73051.4,-49388.7,+107770,-48293.2,+111853,-48239,+73050.9,-49392.1,+0.925452,+6.14135
2000-08-01 06:00:00 PDT,+107585,-48483,+112896,-48202.7,+72866.3,-49576,+107584,-48489.1,+112895,-48209.3,+72865.8,-49579.4,+0.924059,+6.13206
2000-08-01 06:01:00 PDT,+107772,-48437.1,+108309,-48274.6,+73008.7,-49567.6,+107771,-48443.2,+108308,-48280.8,+73008.2,-49571,+0.926422,+6.14782
2000-08-01 06:02:00 PDT,+114053,-46786.3,+108387,-48290.3,+73213.1,-49588.5,+114052,-46793,+108387,-48296.5,+73212.6,-49591.9,+1.008,+6.69166
2000-08-01 06:03:00 PDT,+114190,-46781.6,+108576,-48285.8,+73389.6,-49586.2,+114189,-46788.3,+108575,-48292,+73389,-49589.7,+1.01003,+6.70523
2000-08-01 06:04:00 PDT,+119196,-46766.1,+113473,-48228,+73566.2,-49598,+119195,-46773.3,+113472,-48234.7,+73565.7,-49601.5,+1.08705,+7.21866
2000-08-01 06:05:00 PDT,+113752,-48413.9,+118359,-48131.9,+73788.9,-49577.9,+113751,-48420.6,+118357,-48139.1,+73788.4,-49581.4,+1.0137,+6.72967
2000-08-01 06:06:00 PDT,+114109,-48409,+118430,-48098.9,+73976.2,-49579.1,+114108,-48415.8,+118429,-48106.1,+73975.7,-49582.6,+1.01905,+6.76534
2000-08-01 06:07:00 PDT,+114637,-48300.1,+118772,-48088.9,+74077.3,-49580.2,+114636,-48306.9,+118771,-48096.1,+74076.8,-49583.7,+1.02632,+6.81377
2000-08-01 06:08:00 PDT,+109594,-48445.4,+119095,-48055.7,+74286,-49569.3,+109593,-48451.7,+119094,-48062.9,+74285.5,-49572.8,+0.95262,+6.32246
2000-08-01 06:09:00 PDT,+109433,-48555.3,+123819,-47959.9,+74393,-49575.6,+109432,-48561.6,+123818,-47967.7,+74392.5,-49579.1,+0.950995,+6.31163
2000-08-01 06:10:00 PDT,+109564,-48553.1,+123977,-47956.3,+74595.7,-49572.3,+109563,-48559.4,+123976,-47964,+74595.2,-49575.8,+0.952877,+6.32418
2000-08-01 06:11:00 PDT,+109688,-48536.8,+120274,-48060.6,+74720.1,-49558.1,+109687,-48543.2,+120272,-48068,+74719.5,-49561.7,+0.954561,+6.3354
2000-08-01 06:12:00 PDT,+109963,-48522.6,+116004,-48132.2,+74902.3,-49548.9,+109962,-48528.9,+116003,-48139.2,+74901.8,-49552.4,+0.958458,+6.36139
2000-08-01 06:13:00 PDT,+110121,-48511.9,+111631,-48203,+75084.7,-49539.2,+110120,-48518.3,+111630,-48209.6,+75084.2,-49542.8,+0.960686,+6.37624
2000-08-01 06:14:00 PDT,+110257,-48511.6,+112150,-48188.7,+75441.1,-49533.2,+110256,-48518,+112149,-48195.2,+75440.6,-49536.8,+0.962655,+6.38937
2000-08-01 06:15:00 PDT,+110521,-48540.7,+112131,-48216.8,+85084,-49342.6,+110520,-48547.1,+112130,-48223.4,+85083.4,-49346.8,+0.966685,+6.41623
2000-08-01 06:16:00 PDT,+110663,-48537.8,+112288,-48212.6,+85294.5,-49339,+110662,-48544.2,+112287,-48219.2,+85293.9,-49343.3,+0.968751,+6.43001
2000-08-01 06:17:00 PDT,+110906,-48537.3,+112462,-48227.6,+88133.5,-48613.9,+110905,-48543.8,+112461,-48234.2,+88132.9,-48618.4,+0.972294,+6.45362
2000-08-01 06:18:00 PDT,+111056,-48533.7,+112642,-48223.2,+88136.1,-48614,+111055,-48540.2,+112641,-48229.8,+88135.4,-48618.5,+0.974465,+6.4681
2000-08-01 06:19:00 PDT,+111228,-48528.5,+112642,-48224.1,+88166.2,-48612.9,+111227,-48535,+112641,-48230.7,+88165.5,-48617.4,+0.97696,+6.48473
2000-08-01 06:20:00 PDT,+111499,-48539.8,+117569,-48041.6,+85742.4,-49346.6,+111498,-48546.3,+117568,-48048.7,+85741.8,-49350.9,+0.981018,+6.51179
2000-08-01 06:21:00 PDT,+111888,-48529.7,+117816,-48037.6,+86169.5,-49339.5,+111887,-48536.2,+117815,-48044.7,+86168.9,-49343.8,+0.986687,+6.54958
2000-08-01 06:22:00 PDT,+112100,-48535.8,+118209,-48035.1,+90493.1,-49213.7,+112099,-48542.3,+118208,-48042.3,+90492.4,-49218.3,+0.989862,+6.57075
2000-08-01 06:23:00 PDT,+112264,-48538.8,+123378,-47830.9,+85960.3,-49326,+112263,-48545.4,+123377,-47838.6,+85959.7,-49330.3,+0.992304,+6.58703
2000-08-01 06:24:00 PDT,+112485,-48514,+123389,-47816.3,+81248.1,-49483.1,+112484,-48520.6,+123388,-47824,+81247.5,-49487.1,+0.99543,+6.60787
2000-08-01 06:25:00 PDT,+115792,-47595.1,+119334,-47891.2,+81311,-49490.7,+115791,-47602,+119333,-47898.4,+81310.4,-49494.7,+1.03943,+6.90117
2000-08-01 06:26:00 PDT,+115927,-47574.7,+114942,-48069,+84245.2,-48748.6,+115926,-47581.7,+114941,-48075.8,+84244.6,-48752.8,+1.04136,+6.91406
2000-08-01 06:27:00 PDT,+116235,-47564.5,+114997,-48070,+84364.8,-48746,+116234,-47571.4,+114995,-48076.8,+84364.2,-48750.2,+1.04602,+6.94513
2000-08-01 06:28:00 PDT,+116589,-47591.4,+124424,-46684.3,+84472.4,-48764.8,+116588,-47598.4,+124423,-46692.1,+84471.8,-48769,+1.05163,+6.9825
2000-08-01 06:29:00 PDT,+116805,-47553.2,+119828,-46847.7,+81979.6,-49469,+116804,-47560.2,+119827,-46855,+81979,-49473,+1.05472,+7.00311
2000-08-01 06:30:00 PDT,+114063,-48472,+120014,-46861.4,+86856.5,-49317.2,+114062,-48478.8,+120013,-46868.7,+86855.8,-49321.6,+1.01875,+6.76335
2000-08-01 06:31:00 PDT,+114181,-48487.3,+120234,-46879.1,+91891,-49106.6,+114180,-48494.1,+120233,-46886.5,+91890.2,-49111.4,+1.02063,+6.7759
2000-08-01 06:32:00 PDT,+114914,-48371.6,+111273,-48255.4,+94777.8,-48346.6,+114913,-48378.5,+111272,-48261.9,+94777.1,-48351.6,+1.03098,+6.84485
2000-08-01 06:33:00 PDT,+115067,-48358.8,+111550,-48241.5,+90878.4,-48466.3,+115066,-48365.7,+111549,-48248,+90877.7,-48471,+1.03321,+6.85974
2000-08-01 06:34:00 PDT,+115197,-48419.8,+111977,-48143.5,+91054.6,-48462.4,+115196,-48426.7,+111976,-48150.1,+91053.9,-48467,+1.03557,+6.87548
2000-08-01 06:35:00 PDT,+119914,-48295.1,+112162,-48182.4,+95757.3,-48324.6,+119913,-48302.5,+112161,-48188.9,+95756.6,-48329.7,+1.10798,+7.3582
2000-08-01 06:36:00 PDT,+124419,-48143.4,+116267,-48102,+86369.9,-48637.5,+124418,-48151.3,+116266,-48109,+86369.2,-48641.8,+1.17966,+7.83606
2000-08-01 06:37:00 PDT,+124660,-48150,+121145,-47954.6,+83870.4,-49383.9,+124659,-48157.9,+121144,-47962.1,+83869.8,-49388.1,+1.18367,+7.8628
2000-08-01 06:38:00 PDT,+125174,-48133,+121297,-47953.6,+83869.1,-49385.5,+125173,-48140.9,+121296,-47961.1,+83868.4,-49389.7,+1.19204,+7.91857
2000-08-01 06:39:00 PDT,+129085,-47172.9,+121620,-47987.1,+91412.8,-48503.8,+129083,-47181.2,+121619,-47994.6,+91412.1,-48508.6,+1.25162,+8.31577
2000-08-01 06:40:00 PDT,+134051,-46953.6,+121935,-47973.8,+86896.2,-48654.3,+134050,-46962.5,+121934,-47981.3,+86895.5,-48658.7,+1.33651,+8.88174
2000-08-01 06:41:00 PDT,+134351,-46951.3,+122361,-47915.7,+86744.4,-48720.7,+134349,-46960.2,+122360,-47923.3,+86743.7,-48725,+1.3418,+8.91698
2000-08-01 06:42:00 PDT,+134851,-45734.7,+122558,-47891.5,+84179,-49456.6,+134850,-45743.6,+122557,-47899.1,+84178.4,-49460.8,+1.34325,+8.92664
2000-08-01 06:43:00 PDT,+134860,-45727.2,+122607,-47930.7,+84342.2,-49452.9,+134859,-45736.1,+122606,-47938.3,+84341.6,-49457.1,+1.34337,+8.92744
2000-08-01 06:44:00 PDT,+127086,-46892.3,+127002,-47821.6,+84809,-49361.9,+127085,-46900.4,+127001,-47829.7,+84808.3,-49366.1,+1.21608,+8.07888
2000-08-01 06:45:00 PDT,+131617,-46702.2,+127167,-47924.8,+80387.9,-49448.8,+131615,-46710.8,+127166,-47933,+80387.3,-49452.7,+1.29227,+8.58679
2000-08-01 06:46:00 PDT,+127521,-46791.7,+127554,-47927.4,+89470,-49285.3,+127520,-46799.8,+127553,-47935.6,+89469.3,-49289.9,+1.22277,+8.12347
2000-08-01 06:47:00 PDT,+130731,-45905.4,+134798,-44925.5,+89469,-49306.3,+130730,-45913.8,+134796,-44934.4,+89468.3,-49310.9,+1.27207,+8.45213
2000-08-01 06:48:00 PDT,+130850,-45907.7,+134853,-44936.7,+92290.5,-48566.3,+130849,-45916.1,+134851,-44945.6,+92289.7,-48571.1,+1.27413,+8.46588
2000-08-01 06:49:00 PDT,+134248,-44925.8,+130048,-45033.9,+92369.1,-48574.5,+134246,-44934.6,+130047,-45042.2,+92368.3,-48579.3,+1.32769,+8.82294
2000-08-01 06:50:00 PDT,+129319,-46345.6,+125986,-45074.7,+87871.1,-48644.7,+129317,-46353.9,+125985,-45082.6,+87870.4,-48649.1,+1.2505,+8.30834
2000-08-01 06:51:00 PDT,+129685,-46260,+114820,-48172.8,+85247.5,-49360.9,+129684,-46268.3,+114819,-48179.7,+85246.8,-49365.1,+1.25625,+8.34664
2000-08-01 06:52:00 PDT,+126880,-47062,+114954,-48161.9,+85369.6,-49350,+126879,-47070,+114953,-48168.7,+85369,-49354.3,+1.21369,+8.06292
2000-08-01 06:53:00 PDT,+127594,-47045.2,+120323,-47805.2,+95066.2,-49090.1,+127593,-47053.3,+120321,-47812.6,+95065.4,-49095.1,+1.22557,+8.14213
2000-08-01 06:54:00 PDT,+127569,-47082,+120534,-47825.4,+98984.2,-48007.6,+127568,-47090.2,+120533,-47832.8,+98983.4,-48012.9,+1.22538,+8.14083
2000-08-01 06:55:00 PDT,+132147,-45780.6,+123877,-47937.2,+97090.8,-47503.2,+132145,-45789.2,+123876,-47945,+97090.1,-47508.3,+1.29587,+8.6108
2000-08-01 06:56:00 PDT,+132143,-45844.8,+124118,-47931.3,+97239.4,-47498.2,+132141,-45853.4,+124117,-47939.1,+97238.6,-47503.3,+1.29618,+8.6129
2000-08-01 06:57:00 PDT,+133031,-46801.9,+124338,-47949.6,+100063,-46747,+133029,-46810.7,+124337,-47957.4,+100063,-46752.3,+1.31758,+8.75552
2000-08-01 06:58:00 PDT,+137427,-46620.1,+125132,-47842.4,+87133.6,-48037,+137425,-46629.4,+125131,-47850.3,+87133,-48041.3,+1.39493,+9.27121
2000-08-01 06:59:00 PDT,+136334,-45965.4,+125173,-47834.6,+87182.2,-48030.3,+136332,-45974.5,+125172,-47842.5,+87181.5,-48034.7,+1.37118,+9.11288
2000-08-01 07:00:00 PDT,+136783,-45940.5,+125879,-47792.4,+82334.8,-49399.3,+136781,-45949.7,+125877,-47800.4,+82334.2,-49403.4,+1.37912,+9.16583
2000-08-01 07:01:00 PDT,+133486,-46911.9,+125990,-47782.9,+82408.1,-49382.7,+133485,-46920.7,+125989,-47790.9,+82407.5,-49386.8,+1.32627,+8.81347
2000-08-01 07:02:00 PDT,+130386,-47883.1,+126038,-47773.1,+82639.7,-49339.3,+130385,-47891.6,+126037,-47781.1,+82639.1,-49343.4,+1.27836,+8.4941
2000-08-01 07:03:00 PDT,+130366,-47916.1,+126124,-47770.5,+82700.3,-49338,+130365,-47924.6,+126123,-47778.5,+82699.7,-49342.1,+1.27822,+8.49317
2000-08-01 07:04:00 PDT,+126378,-48085.2,+130493,-47601.4,+86961.1,-49343.4,+126377,-48093.2,+130492,-47609.9,+86960.4,-49347.8,+1.21172,+8.04981
2000-08-01 07:05:00 PDT,+126381,-48124.5,+126429,-47765.8,+87095,-49327.2,+126379,-48132.6,+126428,-47773.8,+87094.4,-49331.6,+1.21201,+8.05174
2000-08-01 07:06:00 PDT,+126621,-48116.9,+126557,-47763.8,+87157.4,-49326.2,+126620,-48125,+126556,-47771.9,+87156.7,-49330.7,+1.21598,+8.07822
2000-08-01 07:07:00 PDT,+122260,-48225.7,+121900,-47922.9,+87163.8,-49302.3,+122259,-48233.3,+121899,-47930.4,+87163.2,-49306.7,+1.14503,+7.6052
2000-08-01 07:08:00 PDT,+122323,-48269.6,+131264,-47596.9,+87260.8,-49329.8,+122322,-48277.2,+131263,-47605.5,+87260.1,-49334.3,+1.14633,+7.61385
2000-08-01 07:09:00 PDT,+122413,-48244.6,+127346,-47755.9,+87329.9,-49316.2,+122412,-48252.2,+127345,-47764.1,+87329.3,-49320.6,+1.14762,+7.62246
2000-08-01 07:10:00 PDT,+126817,-48124.2,+127400,-47799.1,+91597.2,-49198.3,+126816,-48132.3,+127399,-47807.2,+91596.4,-49203,+1.21931,+8.10038
2000-08-01 07:11:00 PDT,+126845,-48133.8,+132139,-47585.9,+87104.3,-49348.2,+126844,-48141.9,+132138,-47594.6,+87103.6,-49352.6,+1.21984,+8.10391
2000-08-01 07:12:00 PDT,+131749,-47977.2,+132265,-47605.8,+87166.4,-49357.7,+131748,-47985.9,+132263,-47614.5,+87165.8,-49362.1,+1.30254,+8.65528
2000-08-01 07:13:00 PDT,+131851,-47975.6,+132588,-47597.7,+87287,-49356.3,+131850,-47984.3,+132587,-47606.4,+87286.3,-49360.7,+1.30431,+8.66704
2000-08-01 07:14:00 PDT,+131959,-47945.2,+128145,-47779.3,+87456.9,-49338.6,+131958,-47953.9,+128144,-47787.6,+87456.3,-49343.1,+1.30599,+8.67826
2000-08-01 07:15:00 PDT,+137192,-47787.9,+128132,-47821.6,+92057.6,-49253.2,+137191,-47797.1,+128131,-47829.8,+92056.9,-49258,+1.39796,+9.29137
2000-08-01 07:16:00 PDT,+137268,-47772.7,+123728,-48012.2,+96129.4,-49115.4,+137266,-47782,+123727,-48020,+96128.7,-49120.5,+1.39923,+9.29984
2000-08-01 07:17:00 PDT,+132270,-47931.2,+128247,-47852.2,+96247.7,-49120.7,+132269,-47939.9,+128245,-47860.4,+96247,-49125.9,+1.31133,+8.71386
2000-08-01 07:18:00 PDT,+132345,-47894,+123957,-47957,+92109.1,-49234.8,+132343,-47902.7,+123956,-47964.8,+92108.4,-49239.6,+1.31239,+8.72093
2000-08-01 07:19:00 PDT,+127300,-48058,+123963,-47932.3,+92139.5,-49221.9,+127299,-48066.2,+123961,-47940,+92138.8,-49226.7,+1.22698,+8.15151
2000-08-01 07:20:00 PDT,+127403,-48056.1,+124037,-47930.6,+92291.5,-49219,+127402,-48064.2,+124036,-47938.4,+92290.8,-49223.8,+1.2287,+8.16299
2000-08-01 07:21:00 PDT,+131862,-47897.3,+124145,-47928.5,+88541.1,-49343.4,+131861,-47905.9,+124143,-47936.3,+88540.5,-49348,+1.304,+8.66497
2000-08-01 07:22:00 PDT,+136499,-47666.1,+119983,-48053,+84194.7,-49433.4,+136498,-47675.4,+119982,-48060.3,+84194,-49437.6,+1.38467,+9.20278
2000-08-01 07:23:00 PDT,+132560,-47834.5,+120108,-48033.1,+84388.4,-49415.3,+132559,-47843.3,+120106,-48040.4,+84387.7,-49419.5,+1.31578,+8.74356
2000-08-01 07:24:00 PDT,+132607,-47832.9,+120107,-48033.3,+84388.3,-49415.4,+132606,-47841.7,+120106,-48040.7,+84387.6,-49419.6,+1.3166,+8.749
2000-08-01 07:25:00 PDT,+132688,-47831,+120279,-48029.5,+84437.1,-49415.3,+132686,-47839.8,+120278,-48036.9,+84436.4,-49419.5,+1.31799,+8.75827
2000-08-01 07:26:00 PDT,+136954,-47698.7,+120377,-48056.8,+89191,-49358.7,+136953,-47707.9,+120375,-48064.2,+89190.3,-49363.3,+1.39309,+9.2589
2000-08-01 07:27:00 PDT,+128211,-48054.9,+125178,-47834.7,+89260.5,-49346.9,+128210,-48063.2,+125176,-47842.6,+89259.8,-49351.5,+1.24232,+8.25382
2000-08-01 07:28:00 PDT,+128418,-48048.3,+125290,-47831.8,+89260,-49347.8,+128417,-48056.5,+125289,-47839.7,+89259.3,-49352.4,+1.24578,+8.2769
2000-08-01 07:29:00 PDT,+128528,-48083.1,+134095,-47561.6,+89345.7,-49369.4,+128527,-48091.4,+134093,-47570.6,+89345,-49374,+1.24788,+8.29087
2000-08-01 07:30:00 PDT,+128682,-48078.6,+134197,-47559.4,+89345.4,-49370,+128681,-48086.9,+134196,-47568.3,+89344.7,-49374.5,+1.25047,+8.30812
2000-08-01 07:31:00 PDT,+128935,-48071.2,+134289,-47557.4,+89380.7,-49370.1,+128933,-48079.5,+134288,-47566.3,+89380,-49374.7,+1.25471,+8.33638
2000-08-01 07:32:00 PDT,+129164,-48083.9,+139016,-47405.8,+89474.6,-49383.8,+129163,-48092.2,+139015,-47415.3,+89473.9,-49388.4,+1.25869,+8.36295
2000-08-01 07:33:00 PDT,+129280,-48052.4,+134377,-47602.3,+89595.3,-49366,+129279,-48060.8,+134376,-47611.3,+89594.6,-49370.6,+1.26048,+8.37485
2000-08-01 07:34:00 PDT,+129422,-48052.8,+136921,-46885.5,+85041.2,-49434,+129420,-48061.2,+136920,-46894.7,+85040.6,-49438.3,+1.2629,+8.39098
2000-08-01 07:35:00 PDT,+129521,-48010.6,+128157,-47160.7,+85097.8,-49409.8,+129519,-48019,+128156,-47168.9,+85097.2,-49414,+1.26432,+8.40048
2000-08-01 07:36:00 PDT,+129521,-48011,+128265,-47157.9,+85097.8,-49410,+129519,-48019.4,+128264,-47166.1,+85097.1,-49414.3,+1.26432,+8.40047
2000-08-01 07:37:00 PDT,+129620,-48019,+131497,-46299.1,+85245.4,-49410.4,+129619,-48027.4,+131496,-46307.6,+85244.7,-49414.7,+1.26608,+8.41217
2000-08-01 07:38:00 PDT,+125395,-48162.9,+133537,-46797.8,+85255.7,-49410.4,+125394,-48170.9,+133535,-46806.6,+85255,-49414.7,+1.19587,+7.94415
2000-08-01 07:39:00 PDT,+125562,-48176.8,+138054,-46654.1,+85284.9,-49424.3,+125560,-48184.7,+138053,-46663.4,+85284.3,-49428.6,+1.19872,+7.96315
2000-08-01 07:40:00 PDT,+130394,-47967,+133502,-46821,+85273.4,-49426.6,+130393,-47975.5,+133500,-46829.8,+85272.7,-49430.8,+1.27903,+8.49851
2000-08-01 07:41:00 PDT,+130453,-47965,+133566,-46818.7,+85273.2,-49427,+130451,-47973.5,+133565,-46827.6,+85272.6,-49431.2,+1.28002,+8.50516
2000-08-01 07:42:00 PDT,+130458,-47972.8,+130482,-47702.5,+90261.5,-49278.7,+130457,-47981.3,+130480,-47711,+90260.8,-49283.4,+1.28017,+8.5061
2000-08-01 07:43:00 PDT,+135189,-47757,+126090,-47855.1,+90248.4,-49282.7,+135188,-47766.1,+126088,-47863.1,+90247.7,-49287.3,+1.36175,+9.05
2000-08-01 07:44:00 PDT,+135311,-47724.6,+121651,-48025.4,+90279.4,-49268.6,+135309,-47733.6,+121650,-48032.9,+90278.7,-49273.2,+1.36372,+9.06313
2000-08-01 07:45:00 PDT,+134802,-47801.1,+121668,-48039.7,+94817.6,-49161.1,+134800,-47810.1,+121667,-48047.2,+94816.8,-49166.1,+1.35513,+9.00585
2000-08-01 07:46:00 PDT,+134841,-47782.3,+121834,-48008.1,+89869.7,-49310.9,+134840,-47791.3,+121833,-48015.7,+89869,-49315.5,+1.35571,+9.00973
2000-08-01 07:47:00 PDT,+134844,-47809.6,+121838,-48054.2,+99389.7,-47939.7,+134843,-47818.6,+121837,-48061.8,+99388.9,-47945,+1.35593,+9.01122
2000-08-01 07:48:00 PDT,+134875,-47819,+126302,-47977.7,+99389.4,-47947.2,+134873,-47828,+126301,-47985.8,+99388.6,-47952.6,+1.35654,+9.01524
2000-08-01 07:49:00 PDT,+134875,-47819.1,+126302,-47977.8,+99421.8,-47946.3,+134873,-47828.1,+126301,-47985.9,+99421,-47951.7,+1.35654,+9.01524
2000-08-01 07:50:00 PDT,+130536,-47992.5,+135648,-47617,+94449.2,-48080.4,+130535,-48001,+135647,-47626.1,+94448.4,-48085.4,+1.28164,+8.51592
2000-08-01 07:51:00 PDT,+134022,-47005.8,+135675,-47577.2,+85416.8,-49442.5,+134021,-47014.6,+135673,-47586.3,+85416.2,-49446.8,+1.33631,+8.88042
2000-08-01 07:52:00 PDT,+129285,-47225.4,+140492,-47354.3,+85433.1,-49440.9,+129284,-47233.7,+140490,-47364,+85432.4,-49445.2,+1.25537,+8.34079
2000-08-01 07:53:00 PDT,+129420,-47220.6,+140492,-47355.2,+85485.9,-49440.2,+129419,-47228.9,+140490,-47364.9,+85485.3,-49444.5,+1.25764,+8.35592
2000-08-01 07:54:00 PDT,+129406,-47254.7,+144550,-46174.5,+85490.9,-49447,+129405,-47263,+144549,-46184.6,+85490.2,-49451.2,+1.25761,+8.35574
2000-08-01 07:55:00 PDT,+129469,-47220.9,+135205,-46426.6,+85495.8,-49424,+129467,-47229.3,+135204,-46435.6,+85495.1,-49428.3,+1.25847,+8.36145
2000-08-01 07:56:00 PDT,+126116,-48174.4,+135207,-46415.6,+85504.6,-49412.2,+126115,-48182.4,+135206,-46424.6,+85503.9,-49416.5,+1.20792,+8.02444
2000-08-01 07:57:00 PDT,+126147,-48198.9,+139590,-46226.2,+85506,-49426.1,+126146,-48206.9,+139589,-46235.8,+85505.4,-49430.4,+1.2086,+8.02897
2000-08-01 07:58:00 PDT,+129555,-47226.3,+138067,-46708.1,+85538,-49435.8,+129554,-47234.7,+138066,-46717.5,+85537.4,-49440.1,+1.25998,+8.3715
2000-08-01 07:59:00 PDT,+129586,-47225,+138068,-46708,+85537.9,-49435.9,+129585,-47233.4,+138067,-46717.4,+85537.3,-49440.2,+1.26051,+8.37505
2000-08-01 08:00:00 PDT,+126486,-48103.5,+126763,-47771.8,+85713.5,-49387,+126485,-48111.6,+126762,-47779.9,+85712.9,-49391.4,+1.21364,+8.06258
2000-08-01 08:01:00 PDT,+126486,-48103.5,+126763,-47771.8,+85713.5,-49387,+126485,-48111.6,+126762,-47779.9,+85712.9,-49391.4,+1.21364,+8.06258
2000-08-01 08:02:00 PDT,+126477,-48122.5,+131154,-47636.4,+85710.4,-49401.3,+126476,-48130.6,+131153,-47645,+85709.8,-49405.6,+1.21361,+8.06242
2000-08-01 08:03:00 PDT,+131001,-47943,+131155,-47655.8,+85696.5,-49417.3,+131000,-47951.6,+131154,-47664.4,+85695.9,-49421.6,+1.28934,+8.56729
2000-08-01 08:04:00 PDT,+136222,-47755.4,+126747,-47873,+90422,-49317.6,+136221,-47764.6,+126746,-47881.1,+90421.3,-49322.3,+1.38025,+9.17332
2000-08-01 08:05:00 PDT,+131695,-47947.9,+126449,-47825.5,+90441.1,-49299.1,+131694,-47956.5,+126448,-47833.5,+90440.4,-49303.7,+1.30141,+8.64774
2000-08-01 08:06:00 PDT,+140523,-47663,+126446,-47858.1,+90420.5,-49322.8,+140522,-47672.7,+126445,-47866.2,+90419.8,-49327.5,+1.45822,+9.69315
2000-08-01 08:07:00 PDT,+140523,-47663,+126446,-47858.1,+90420.5,-49322.8,+140522,-47672.7,+126445,-47866.2,+90419.8,-49327.5,+1.45822,+9.69315
2000-08-01 08:08:00 PDT,+140523,-47663,+126446,-47858.1,+90420.5,-49322.8,+140522,-47672.7,+126445,-47866.2,+90419.8,-49327.5,+1.45822,+9.69315
