# file...... Voltage_630.csv;;;;;;
# date...... Fri Jun 12 18:57:12 2020;;;;;;
# user...... User;;;;;;
# host...... (null);;;;;;
# target.... node 41;;;;;;
# trigger... (none);;;;;;
# interval.. 30;;;;;;
# limit..... 5760;;;;;;
# timestamp;voltage_A.real;voltage_A.imag;voltage_B.real;voltage_B.imag;voltage_C.real;voltage_C.imag
2000-08-01 00:00:00 PDT;2416,93;0,156941;1208,6;2093,05;1208,37;2093,19
2000-08-01 00:00:30 PDT;2401,91;0,15476;1201,09;2080,05;1200,86;2080,18
2000-08-01 00:01:00 PDT;2401,91;0,154768;1193,58;2067,04;1193,36;2067,18
2000-08-01 00:01:30 PDT;2401,91;0,154036;1193,58;2067,04;1193,36;2067,18
2000-08-01 00:02:00 PDT;2401,91;0,153684;1193,58;2067,04;1193,36;2067,18
2000-08-01 00:02:30 PDT;2401,91;0,153687;1193,58;2067,04;1193,36;2067,18
2000-08-01 00:03:00 PDT;2401,92;0,153434;1193,58;2067,04;1193,36;2067,18
2000-08-01 00:03:30 PDT;2401,92;0,153269;1193,58;2067,04;1193,36;2067,18
2000-08-01 00:04:00 PDT;2401,92;0,153034;1193,58;2067,04;1193,36;2067,18
2000-08-01 00:04:30 PDT;2401,92;0,152446;1193,58;2067,04;1193,36;2067,18
2000-08-01 00:05:00 PDT;2401,81;0,133842;1193,48;2066,92;1193,3;2067,03
2000-08-01 00:05:30 PDT;2401,81;0,133705;1193,48;2066,92;1200,81;2080,03
2000-08-01 00:06:00 PDT;2401,81;0,133146;1193,48;2066,92;1200,81;2080,03
2000-08-01 00:06:30 PDT;2401,81;0,13288;1193,48;2066,92;1200,81;2080,03
2000-08-01 00:07:00 PDT;2401,81;0,132743;1193,48;2066,92;1200,81;2080,03
2000-08-01 00:07:30 PDT;2401,81;0,132543;1193,48;2066,92;1200,81;2080,03
2000-08-01 00:08:00 PDT;2401,81;0,13244;1193,48;2066,92;1200,81;2080,03
2000-08-01 00:08:30 PDT;2401,81;0,132276;1193,48;2066,92;1200,81;2080,03
2000-08-01 00:09:00 PDT;2401,81;0,132167;1193,48;2066,92;1200,81;2080,03
2000-08-01 00:09:30 PDT;2401,81;0,132057;1193,48;2066,92;1200,81;2080,03
2000-08-01 00:10:00 PDT;2401,81;0,1318;1193,48;2066,92;1200,83;2080,08
2000-08-01 00:10:30 PDT;2401,81;0,131671;1193,48;2066,92;1200,83;2080,08
2000-08-01 00:11:00 PDT;2401,81;0,13162;1193,48;2066,92;1200,83;2080,08
2000-08-01 00:11:30 PDT;2401,81;0,131406;1193,48;2066,92;1200,83;2080,08
2000-08-01 00:12:00 PDT;2401,81;0,131217;1193,48;2066,92;1200,83;2080,08
2000-08-01 00:12:30 PDT;2401,81;0,131219;1193,47;2066,93;1200,83;2080,08
2000-08-01 00:13:00 PDT;2401,81;0,130921;1193,47;2066,93;1200,83;2080,08
2000-08-01 00:13:30 PDT;2401,81;0,13081;1193,47;2066,93;1200,83;2080,08
2000-08-01 00:14:00 PDT;2401,81;0,130659;1193,47;2066,93;1200,83;2080,08
2000-08-01 00:14:30 PDT;2401,81;0,130385;1193,47;2066,93;1200,83;2080,08
2000-08-01 00:15:00 PDT;2401,81;0,130267;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:15:30 PDT;2401,81;0,130044;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:16:00 PDT;2401,81;0,130364;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:16:30 PDT;2401,81;0,130434;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:17:00 PDT;2401,81;0,130373;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:17:30 PDT;2401,81;0,130129;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:18:00 PDT;2401,81;0,129809;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:18:30 PDT;2401,81;0,129102;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:19:00 PDT;2401,81;0,129102;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:19:30 PDT;2401,81;0,128718;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:20:00 PDT;2401,81;0,128666;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:20:30 PDT;2401,81;0,128349;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:21:00 PDT;2401,81;0,128708;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:21:30 PDT;2401,81;0,128522;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:22:00 PDT;2401,81;0,128983;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:22:30 PDT;2401,81;0,13045;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:23:00 PDT;2401,81;0,130299;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:23:30 PDT;2401,81;0,132442;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:24:00 PDT;2401,81;0,134169;1193,51;2066,96;1200,83;2080,08
2000-08-01 00:24:30 PDT;2401,81;0,133848;1193,51;2066,96;1200,83;2080,08
2000-08-01 00:25:00 PDT;2401,81;0,133613;1193,51;2066,96;1200,83;2080,08
2000-08-01 00:25:30 PDT;2401,81;0,133257;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:26:00 PDT;2401,81;0,131815;1193,51;2066,96;1200,83;2080,08
2000-08-01 00:26:30 PDT;2401,81;0,132248;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:27:00 PDT;2401,81;0,131028;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:27:30 PDT;2401,81;0,128859;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:28:00 PDT;2401,81;0,127804;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:28:30 PDT;2401,81;0,126066;1193,51;2066,97;1200,83;2080,08
2000-08-01 00:29:00 PDT;2401,81;0,125501;1193,5;2066,97;1200,83;2080,08
2000-08-01 00:29:30 PDT;2401,81;0,125555;1193,5;2066,97;1200,83;2080,08
2000-08-01 00:30:00 PDT;2401,81;0,125146;1193,5;2066,97;1200,83;2080,08
2000-08-01 00:30:30 PDT;2401,81;0,125105;1193,5;2066,97;1200,83;2080,08
2000-08-01 00:31:00 PDT;2401,81;0,124633;1193,5;2066,97;1200,83;2080,08
2000-08-01 00:31:30 PDT;2401,81;0,123687;1193,5;2066,97;1200,83;2080,08
2000-08-01 00:32:00 PDT;2401,81;0,12422;1193,5;2066,97;1200,83;2080,08
2000-08-01 00:32:30 PDT;2401,81;0,124078;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:33:00 PDT;2401,81;0,123931;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:33:30 PDT;2401,81;0,12388;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:34:00 PDT;2401,81;0,122631;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:34:30 PDT;2401,81;0,122383;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:35:00 PDT;2401,81;0,122007;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:35:30 PDT;2401,81;0,122328;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:36:00 PDT;2401,81;0,122219;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:36:30 PDT;2401,81;0,121997;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:37:00 PDT;2401,81;0,121814;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:37:30 PDT;2401,81;0,121504;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:38:00 PDT;2401,81;0,121014;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:38:30 PDT;2401,81;0,121338;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:39:00 PDT;2401,81;0,121251;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:39:30 PDT;2401,81;0,121252;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:40:00 PDT;2401,81;0,1212;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:40:30 PDT;2401,81;0,120724;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:41:00 PDT;2401,81;0,120801;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:41:30 PDT;2401,81;0,120443;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:42:00 PDT;2401,81;0,120635;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:42:30 PDT;2401,81;0,121278;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:43:00 PDT;2401,81;0,120637;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:43:30 PDT;2401,81;0,120287;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:44:00 PDT;2401,81;0,120184;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:44:30 PDT;2401,81;0,119806;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:45:00 PDT;2401,81;0,120069;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:45:30 PDT;2401,81;0,120268;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:46:00 PDT;2401,81;0,120982;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:46:30 PDT;2401,81;0,121303;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:47:00 PDT;2401,81;0,121625;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:47:30 PDT;2401,81;0,121946;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:48:00 PDT;2401,81;0,121348;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:48:30 PDT;2401,81;0,122144;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:49:00 PDT;2401,81;0,123106;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:49:30 PDT;2401,81;0,122422;1193,5;2066,97;1200,83;2080,08
2000-08-01 00:50:00 PDT;2401,81;0,122945;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:50:30 PDT;2401,81;0,121476;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:51:00 PDT;2401,81;0,120964;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:51:30 PDT;2401,81;0,121097;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:52:00 PDT;2401,81;0,121507;1193,5;2066,97;1200,83;2080,08
2000-08-01 00:52:30 PDT;2401,81;0,121608;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:53:00 PDT;2401,81;0,119945;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:53:30 PDT;2401,81;0,119894;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:54:00 PDT;2401,81;0,120399;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:54:30 PDT;2401,81;0,120399;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:55:00 PDT;2401,81;0,120101;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:55:30 PDT;2401,81;0,11978;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:56:00 PDT;2401,81;0,118545;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:56:30 PDT;2401,81;0,119879;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:57:00 PDT;2401,81;0,119824;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:57:30 PDT;2401,81;0,119731;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:58:00 PDT;2401,81;0,118883;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:58:30 PDT;2401,81;0,117041;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:59:00 PDT;2401,81;0,117398;1193,5;2066,97;1200,84;2080,08
2000-08-01 00:59:30 PDT;2401,81;0,118541;1193,5;2066,97;1200,84;2080,08
2000-08-01 01:00:00 PDT;2401,81;0,117773;1193,5;2066,97;1200,84;2080,08
2000-08-01 01:00:30 PDT;2401,8;0,201829;1193,59;2066,9;1200,77;2080,1
2000-08-01 01:01:00 PDT;2401,8;0,201726;1193,59;2066,9;1200,77;2080,1
2000-08-01 01:01:30 PDT;2401,8;0,200829;1193,59;2066,9;1200,77;2080,1
2000-08-01 01:02:00 PDT;2401,8;0,199859;1193,59;2066,9;1200,77;2080,1
2000-08-01 01:02:30 PDT;2401,8;0,200182;1193,59;2066,9;1200,77;2080,1
2000-08-01 01:03:00 PDT;2401,8;0,199883;1193,59;2066,9;1200,77;2080,1
2000-08-01 01:03:30 PDT;2401,8;0,199929;1193,59;2066,9;1200,77;2080,1
2000-08-01 01:04:00 PDT;2401,8;0,199844;1193,59;2066,9;1200,77;2080,1
2000-08-01 01:04:30 PDT;2401,79;0,209558;1193,59;2066,9;1200,77;2080,1
2000-08-01 01:05:00 PDT;2401,79;0,209244;1193,59;2066,9;1200,77;2080,1
2000-08-01 01:05:30 PDT;2401,79;0,208898;1193,58;2066,9;1200,78;2080,1
2000-08-01 01:06:00 PDT;2401,79;0,20869;1193,58;2066,91;1200,78;2080,1
2000-08-01 01:06:30 PDT;2401,79;0,208657;1193,57;2066,92;1200,78;2080,1
2000-08-01 01:07:00 PDT;2401,79;0,208347;1193,55;2066,93;1200,79;2080,1
2000-08-01 01:07:30 PDT;2401,8;0,205145;1193,55;2066,93;1200,79;2080,09
2000-08-01 01:08:00 PDT;2401,8;0,191347;1193,54;2066,93;1200,8;2080,09
2000-08-01 01:08:30 PDT;2401,8;0,186035;1193,54;2066,94;1200,81;2080,09
2000-08-01 01:09:00 PDT;2401,8;0,181999;1193,54;2066,94;1200,81;2080,09
2000-08-01 01:09:30 PDT;2401,8;0,181096;1193,54;2066,94;1200,82;2080,08
2000-08-01 01:10:00 PDT;2401,8;0,168055;1193,54;2066,94;1200,82;2080,08
2000-08-01 01:10:30 PDT;2401,8;0,162784;1193,54;2066,94;1200,82;2080,08
2000-08-01 01:11:00 PDT;2401,8;0,149758;1193,53;2066,94;1200,82;2080,08
2000-08-01 01:11:30 PDT;2401,81;0,140305;1193,53;2066,95;1200,82;2080,08
2000-08-01 01:12:00 PDT;2401,81;0,135921;1193,53;2066,95;1200,82;2080,08
2000-08-01 01:12:30 PDT;2401,81;0,137837;1193,53;2066,95;1200,83;2080,08
2000-08-01 01:13:00 PDT;2401,81;0,136794;1193,52;2066,96;1200,83;2080,08
2000-08-01 01:13:30 PDT;2401,81;0,132341;1193,51;2066,96;1200,83;2080,08
2000-08-01 01:14:00 PDT;2401,81;0,131696;1193,5;2066,97;1200,83;2080,08
2000-08-01 01:14:30 PDT;2401,81;0,131277;1193,5;2066,97;1200,83;2080,08
2000-08-01 01:15:00 PDT;2401,81;0,126764;1193,5;2066,97;1200,83;2080,08
2000-08-01 01:15:30 PDT;2401,81;0,125392;1193,5;2066,97;1200,83;2080,08
2000-08-01 01:16:00 PDT;2401,81;0,120321;1193,5;2066,97;1200,83;2080,08
2000-08-01 01:16:30 PDT;2401,81;0,114787;1193,5;2066,97;1200,83;2080,08
2000-08-01 01:17:00 PDT;2401,81;0,113889;1193,5;2066,97;1200,83;2080,08
2000-08-01 01:17:30 PDT;2401,81;0,113796;1193,5;2066,97;1200,83;2080,08
2000-08-01 01:18:00 PDT;2401,81;0,114332;1193,5;2066,97;1200,83;2080,08
2000-08-01 01:18:30 PDT;2401,81;0,113901;1193,5;2066,97;1200,83;2080,08
2000-08-01 01:19:00 PDT;2401,81;0,114224;1193,5;2066,97;1200,83;2080,08
2000-08-01 01:19:30 PDT;2401,81;0,113753;1193,5;2066,97;1200,83;2080,08
2000-08-01 01:20:00 PDT;2401,81;0,114047;1193,5;2066,97;1200,83;2080,08
2000-08-01 01:20:30 PDT;2401,81;0,113588;1193,5;2066,97;1200,83;2080,08
2000-08-01 01:21:00 PDT;2401,81;0,11316;1193,5;2066,97;1200,84;2080,08
2000-08-01 01:21:30 PDT;2401,81;0,113405;1193,5;2066,97;1200,84;2080,08
2000-08-01 01:22:00 PDT;2401,81;0,11355;1193,5;2066,97;1200,84;2080,08
2000-08-01 01:22:30 PDT;2401,81;0,113183;1193,5;2066,97;1200,84;2080,08
2000-08-01 01:23:00 PDT;2401,81;0,113118;1193,5;2066,97;1200,84;2080,08
2000-08-01 01:23:30 PDT;2401,81;0,11382;1193,5;2066,97;1200,84;2080,08
2000-08-01 01:24:00 PDT;2401,81;0,113529;1193,5;2066,97;1200,84;2080,08
2000-08-01 01:24:30 PDT;2401,81;0,113957;1193,5;2066,97;1200,84;2080,08
2000-08-01 01:25:00 PDT;2401,81;0,115157;1193,5;2066,97;1200,84;2080,08
2000-08-01 01:25:30 PDT;2401,81;0,114709;1193,5;2066,97;1200,84;2080,08
2000-08-01 01:26:00 PDT;2401,81;0,114116;1193,5;2066,97;1200,84;2080,08
2000-08-01 01:26:30 PDT;2401,81;0,113836;1193,5;2066,97;1200,84;2080,08
2000-08-01 01:27:00 PDT;2401,81;0,113725;1193,5;2066,97;1200,84;2080,07
2000-08-01 01:27:30 PDT;2401,81;0,118812;1193,5;2066,97;1200,84;2080,07
